negocio,data,modalidade,valor_bruto
bar,2026-01-29,debito,1010.85
bar,2026-01-29,credito_vista,1000.91
bar,2026-01-29,credito_4x,383.33
bar,2026-01-30,pix,1652.21
bar,2026-01-30,debito,1765.19
bar,2026-01-30,credito_vista,1246.05
bar,2026-01-30,credito_4x,518.42
bar,2026-01-31,pix,2236.03
bar,2026-01-31,debito,1617.33
bar,2026-01-31,credito_vista,1791.14
bar,2026-01-31,credito_4x,940.09
bar,2026-02-01,pix,1166.68
bar,2026-02-01,debito,1151.66
bar,2026-02-01,credito_vista,897.99
bar,2026-02-01,credito_4x,428.4
bar,2026-02-02,pix,1193.43
bar,2026-02-02,debito,878.74
bar,2026-02-02,credito_vista,905.56
bar,2026-02-02,credito_4x,391.78
bar,2026-02-03,pix,1402.21
bar,2026-02-03,debito,1167.11
bar,2026-02-03,credito_vista,897.27
bar,2026-02-03,credito_4x,477.71
bar,2026-02-04,pix,1581.92
bar,2026-02-04,debito,1003.01
bar,2026-02-04,credito_vista,1046.62
bar,2026-02-04,credito_4x,523.46
bar,2026-02-05,pix,1451.92
bar,2026-02-05,debito,1286.94
bar,2026-02-05,credito_vista,1595.84
bar,2026-02-05,credito_4x,516.77
bar,2026-02-06,pix,2145.05
bar,2026-02-06,debito,1498.78
bar,2026-02-06,credito_vista,1873.22
bar,2026-02-06,credito_4x,623.69
bar,2026-02-07,pix,2695.61
bar,2026-02-07,debito,2009.33
bar,2026-02-07,credito_vista,2161.23
bar,2026-02-07,credito_4x,514.05
bar,2026-02-08,pix,1181.71
bar,2026-02-08,debito,1006.91
bar,2026-02-08,credito_vista,846.6
bar,2026-02-08,credito_4x,384.4
bar,2026-02-09,pix,1129.13
bar,2026-02-09,debito,971.29
bar,2026-02-09,credito_vista,1127.28
bar,2026-02-09,credito_4x,506.38
bar,2026-02-10,pix,1107.45
bar,2026-02-10,debito,877.35
bar,2026-02-10,credito_vista,960.5
bar,2026-02-10,credito_4x,409.94
bar,2026-02-11,pix,1164.17
bar,2026-02-11,debito,1056.93
bar,2026-02-11,credito_vista,1225.04
bar,2026-02-11,credito_4x,518.79
bar,2026-02-12,pix,1360.79
bar,2026-02-12,debito,957.28
bar,2026-02-12,credito_vista,1127.71
bar,2026-02-12,credito_4x,504.17
bar,2026-02-13,pix,2033.01
bar,2026-02-13,debito,1901.88
bar,2026-02-13,credito_vista,1706.8
bar,2026-02-13,credito_4x,532.65
bar,2026-02-14,pix,2926.14
bar,2026-02-14,debito,2023.15
bar,2026-02-14,credito_vista,2082.53
bar,2026-02-14,credito_4x,773.68
bar,2026-02-15,pix,681.88
bar,2026-02-15,debito,510.42
bar,2026-02-15,credito_vista,642.53
bar,2026-02-15,credito_4x,296.19
bar,2026-02-16,pix,901.81
bar,2026-02-16,debito,691.43
bar,2026-02-16,credito_vista,569.08
bar,2026-02-16,credito_4x,288.52
bar,2026-02-17,pix,806.5
bar,2026-02-17,debito,664.03
bar,2026-02-17,credito_vista,718.82
bar,2026-02-17,credito_4x,347.97
bar,2026-02-18,pix,888.56
bar,2026-02-18,debito,685.34
bar,2026-02-18,credito_vista,606.25
bar,2026-02-18,credito_4x,225.32
bar,2026-02-19,pix,1129.13
bar,2026-02-19,debito,845.87
bar,2026-02-19,credito_vista,1260.74
bar,2026-02-19,credito_4x,482.96
bar,2026-02-20,pix,2368.96
bar,2026-02-20,debito,1739.69
bar,2026-02-20,credito_vista,2319.66
bar,2026-02-20,credito_4x,606.7
bar,2026-02-21,pix,1892.57
bar,2026-02-21,debito,2589.22
bar,2026-02-21,credito_vista,1442.16
bar,2026-02-21,credito_4x,761.65
bar,2026-02-22,pix,993.19
bar,2026-02-22,debito,936.25
bar,2026-02-22,credito_vista,786.78
bar,2026-02-22,credito_4x,432.49
bar,2026-02-23,pix,1378.7
bar,2026-02-23,debito,830.98
bar,2026-02-23,credito_vista,845.87
bar,2026-02-23,credito_4x,504.88
bar,2026-02-24,pix,1373.41
bar,2026-02-24,debito,1016.65
bar,2026-02-24,credito_vista,979.89
bar,2026-02-24,credito_4x,565.15
bar,2026-02-25,pix,1006.76
bar,2026-02-25,debito,884.04
bar,2026-02-25,credito_vista,948.08
bar,2026-02-25,credito_4x,476.12
bar,2026-02-26,pix,1573.93
bar,2026-02-26,debito,1177.68
bar,2026-02-26,credito_vista,1198.63
bar,2026-02-26,credito_4x,557.09
bar,2026-02-27,pix,1776.43
bar,2026-02-27,debito,1473.86
bar,2026-02-27,credito_vista,1790.36
bar,2026-02-27,credito_4x,761.13
bar,2026-02-28,pix,2038.71
bar,2026-02-28,debito,1502.36
bar,2026-02-28,credito_vista,1466.56
bar,2026-02-28,credito_4x,517.8
bar,2026-03-01,pix,1062.51
bar,2026-03-01,debito,773.28
bar,2026-03-01,credito_vista,823.63
bar,2026-03-01,credito_4x,420.45
bar,2026-03-02,pix,987.37
bar,2026-03-02,debito,742.21
bar,2026-03-02,credito_vista,643.74
bar,2026-03-02,credito_4x,258.9
bar,2026-03-03,pix,1159.01
bar,2026-03-03,debito,856.72
bar,2026-03-03,credito_vista,732.11
bar,2026-03-03,credito_4x,396.63
bar,2026-03-04,pix,1447.05
bar,2026-03-04,debito,960.74
bar,2026-03-04,credito_vista,1012.06
bar,2026-03-04,credito_4x,473.32
bar,2026-03-05,pix,2024.06
bar,2026-03-05,debito,1339.8
bar,2026-03-05,credito_vista,1150.17
bar,2026-03-05,credito_4x,641.58
bar,2026-03-06,pix,3009.34
bar,2026-03-06,debito,2328.87
bar,2026-03-06,credito_vista,2599.64
bar,2026-03-06,credito_4x,902.78
bar,2026-03-07,pix,2352.82
bar,2026-03-07,debito,1558.06
bar,2026-03-07,credito_vista,1540.4
bar,2026-03-07,credito_4x,698.6
bar,2026-03-08,pix,1258.03
bar,2026-03-08,debito,888.81
bar,2026-03-08,credito_vista,1065.58
bar,2026-03-08,credito_4x,383.96
bar,2026-03-09,pix,1177.05
bar,2026-03-09,debito,675.97
bar,2026-03-09,credito_vista,700.34
bar,2026-03-09,credito_4x,314.4
bar,2026-03-10,pix,1210.25
bar,2026-03-10,debito,1099.97
bar,2026-03-10,credito_vista,1018.3
bar,2026-03-10,credito_4x,573.71
bar,2026-03-11,pix,1210.06
bar,2026-03-11,debito,1023.97
bar,2026-03-11,credito_vista,992.58
bar,2026-03-11,credito_4x,454.75
bar,2026-03-12,pix,1098.79
bar,2026-03-12,debito,800.51
bar,2026-03-12,credito_vista,835.06
bar,2026-03-12,credito_4x,311.52
bar,2026-03-13,pix,2578.65
bar,2026-03-13,debito,2082.13
bar,2026-03-13,credito_vista,1946.79
bar,2026-03-13,credito_4x,697.58
bar,2026-03-14,pix,1668.05
bar,2026-03-14,debito,1833.84
bar,2026-03-14,credito_vista,2097.7
bar,2026-03-14,credito_4x,836.92
bar,2026-03-15,pix,1032.51
bar,2026-03-15,debito,668.09
bar,2026-03-15,credito_vista,652.53
bar,2026-03-15,credito_4x,497.15
bar,2026-03-16,pix,786.72
bar,2026-03-16,debito,768.62
bar,2026-03-16,credito_vista,715.22
bar,2026-03-16,credito_4x,331.8
bar,2026-03-17,pix,1174.45
bar,2026-03-17,debito,808.07
bar,2026-03-17,credito_vista,795.05
bar,2026-03-17,credito_4x,218.89
bar,2026-03-18,pix,1559.49
bar,2026-03-18,debito,1158.51
bar,2026-03-18,credito_vista,907.97
bar,2026-03-18,credito_4x,382.84
bar,2026-03-19,pix,1636.6
bar,2026-03-19,debito,1063.12
bar,2026-03-19,credito_vista,991.8
bar,2026-03-19,credito_4x,400.71
bar,2026-03-20,pix,2304.94
bar,2026-03-20,debito,1981.47
bar,2026-03-20,credito_vista,1557.0
bar,2026-03-20,credito_4x,904.45
bar,2026-03-21,pix,2641.95
bar,2026-03-21,debito,1794.14
bar,2026-03-21,credito_vista,2338.56
bar,2026-03-21,credito_4x,709.18
bar,2026-03-22,pix,1336.6
bar,2026-03-22,debito,1087.59
bar,2026-03-22,credito_vista,983.85
bar,2026-03-22,credito_4x,313.94
bar,2026-03-23,pix,1193.66
bar,2026-03-23,debito,603.12
bar,2026-03-23,credito_vista,877.16
bar,2026-03-23,credito_4x,273.79
bar,2026-03-24,pix,807.94
bar,2026-03-24,debito,852.76
bar,2026-03-24,credito_vista,706.04
bar,2026-03-24,credito_4x,225.88
bar,2026-03-25,pix,1208.61
bar,2026-03-25,debito,1231.77
bar,2026-03-25,credito_vista,944.04
bar,2026-03-25,credito_4x,557.43
bar,2026-03-26,pix,1340.06
bar,2026-03-26,debito,921.49
bar,2026-03-26,credito_vista,881.82
bar,2026-03-26,credito_4x,466.32
bar,2026-03-27,pix,1935.41
bar,2026-03-27,debito,1778.15
bar,2026-03-27,credito_vista,2245.37
bar,2026-03-27,credito_4x,809.74
bar,2026-03-28,pix,2033.01
bar,2026-03-28,debito,2313.88
bar,2026-03-28,credito_vista,1823.88
bar,2026-03-28,credito_4x,597.62
bar,2026-03-29,pix,959.72
bar,2026-03-29,debito,695.09
bar,2026-03-29,credito_vista,853.15
bar,2026-03-29,credito_4x,237.61
bar,2026-03-30,pix,1160.9
bar,2026-03-30,debito,715.26
bar,2026-03-30,credito_vista,778.81
bar,2026-03-30,credito_4x,292.7
bar,2026-03-31,pix,1315.6
bar,2026-03-31,debito,1023.67
bar,2026-03-31,credito_vista,974.76
bar,2026-03-31,credito_4x,566.05
bar,2026-04-01,pix,1798.7
bar,2026-04-01,debito,1491.78
bar,2026-04-01,credito_vista,1723.04
bar,2026-04-01,credito_4x,440.37
bar,2026-04-02,pix,1655.17
bar,2026-04-02,debito,1180.72
bar,2026-04-02,credito_vista,1414.0
bar,2026-04-02,credito_4x,446.56
bar,2026-04-03,pix,2709.5
bar,2026-04-03,debito,1973.7
bar,2026-04-03,credito_vista,1761.36
bar,2026-04-03,credito_4x,820.99
bar,2026-04-04,pix,2886.69
bar,2026-04-04,debito,2363.79
bar,2026-04-04,credito_vista,2624.83
bar,2026-04-04,credito_4x,1218.25
bar,2026-04-05,pix,976.97
bar,2026-04-05,debito,838.34
bar,2026-04-05,credito_vista,864.34
bar,2026-04-05,credito_4x,311.42
bar,2026-04-06,pix,984.92
bar,2026-04-06,debito,1240.41
bar,2026-04-06,credito_vista,981.44
bar,2026-04-06,credito_4x,390.09
bar,2026-04-07,pix,1193.19
bar,2026-04-07,debito,955.3
bar,2026-04-07,credito_vista,1164.86
bar,2026-04-07,credito_4x,342.86
bar,2026-04-08,pix,1479.89
bar,2026-04-08,debito,1223.29
bar,2026-04-08,credito_vista,1198.08
bar,2026-04-08,credito_4x,454.41
bar,2026-04-09,pix,1545.79
bar,2026-04-09,debito,1193.99
bar,2026-04-09,credito_vista,937.8
bar,2026-04-09,credito_4x,390.32
bar,2026-04-10,pix,1908.55
bar,2026-04-10,debito,1500.79
bar,2026-04-10,credito_vista,1305.5
bar,2026-04-10,credito_4x,688.93
bar,2026-04-11,pix,1576.62
bar,2026-04-11,debito,1673.78
bar,2026-04-11,credito_vista,1166.77
bar,2026-04-11,credito_4x,487.07
bar,2026-04-12,pix,856.86
bar,2026-04-12,debito,729.4
bar,2026-04-12,credito_vista,685.23
bar,2026-04-12,credito_4x,320.23
bar,2026-04-13,pix,990.98
bar,2026-04-13,debito,807.6
bar,2026-04-13,credito_vista,820.31
bar,2026-04-13,credito_4x,280.16
bar,2026-04-14,pix,1087.96
bar,2026-04-14,debito,791.83
bar,2026-04-14,credito_vista,793.59
bar,2026-04-14,credito_4x,515.15
bar,2026-04-15,pix,1513.16
bar,2026-04-15,debito,1479.07
bar,2026-04-15,credito_vista,1329.64
bar,2026-04-15,credito_4x,555.72
bar,2026-04-16,pix,1824.12
bar,2026-04-16,debito,1478.42
bar,2026-04-16,credito_vista,1006.27
bar,2026-04-16,credito_4x,615.13
bar,2026-04-17,pix,1834.38
bar,2026-04-17,debito,1428.54
bar,2026-04-17,credito_vista,1592.23
bar,2026-04-17,credito_4x,659.69
bar,2026-04-18,pix,2608.66
bar,2026-04-18,debito,1836.35
bar,2026-04-18,credito_vista,2216.71
bar,2026-04-18,credito_4x,819.34
bar,2026-04-19,pix,1105.65
bar,2026-04-19,debito,827.16
bar,2026-04-19,credito_vista,581.2
bar,2026-04-19,credito_4x,406.12
bar,2026-04-20,pix,1081.15
bar,2026-04-20,debito,724.77
bar,2026-04-20,credito_vista,710.75
bar,2026-04-20,credito_4x,460.0
bar,2026-04-21,pix,946.88
bar,2026-04-21,debito,886.47
bar,2026-04-21,credito_vista,1145.81
bar,2026-04-21,credito_4x,443.96
bar,2026-04-22,pix,1583.38
bar,2026-04-22,debito,1146.03
bar,2026-04-22,credito_vista,868.37
bar,2026-04-22,credito_4x,526.25
bar,2026-04-23,pix,1331.24
bar,2026-04-23,debito,1065.96
bar,2026-04-23,credito_vista,1176.92
bar,2026-04-23,credito_4x,427.58
bar,2026-04-24,pix,2640.94
bar,2026-04-24,debito,1985.98
bar,2026-04-24,credito_vista,2004.82
bar,2026-04-24,credito_4x,828.21
bar,2026-04-25,pix,1656.33
bar,2026-04-25,debito,1659.55
bar,2026-04-25,credito_vista,1413.94
bar,2026-04-25,credito_4x,563.01
bar,2026-04-26,pix,1022.34
bar,2026-04-26,debito,760.74
bar,2026-04-26,credito_vista,788.66
bar,2026-04-26,credito_4x,224.18
bar,2026-04-27,pix,1214.73
bar,2026-04-27,debito,1162.47
bar,2026-04-27,credito_vista,1025.83
bar,2026-04-27,credito_4x,477.2
bar,2026-04-28,pix,1036.18
bar,2026-04-28,debito,818.54
bar,2026-04-28,credito_vista,834.51
bar,2026-04-28,credito_4x,401.36
bar,2026-04-29,pix,1504.74
bar,2026-04-29,debito,1023.59
bar,2026-04-29,credito_vista,1118.49
bar,2026-04-29,credito_4x,469.39
bar,2026-04-30,pix,1306.82
bar,2026-04-30,debito,1073.41
bar,2026-04-30,credito_vista,960.67
bar,2026-04-30,credito_4x,495.92
bar,2026-05-01,pix,3149.65
bar,2026-05-01,debito,1862.21
bar,2026-05-01,credito_vista,1848.47
bar,2026-05-01,credito_4x,812.04
bar,2026-05-02,pix,2520.4
bar,2026-05-02,debito,2411.57
bar,2026-05-02,credito_vista,1988.19
bar,2026-05-02,credito_4x,797.6
bar,2026-05-03,pix,1015.53
bar,2026-05-03,debito,1035.38
bar,2026-05-03,credito_vista,916.6
bar,2026-05-03,credito_4x,349.39
bar,2026-05-04,pix,1064.96
bar,2026-05-04,debito,830.04
bar,2026-05-04,credito_vista,800.49
bar,2026-05-04,credito_4x,308.93
bar,2026-05-05,pix,1297.94
bar,2026-05-05,debito,1167.8
bar,2026-05-05,credito_vista,993.08
bar,2026-05-05,credito_4x,419.72
bar,2026-05-06,pix,1166.6
bar,2026-05-06,debito,838.22
bar,2026-05-06,credito_vista,988.39
bar,2026-05-06,credito_4x,606.63
bar,2026-05-07,pix,1760.91
bar,2026-05-07,debito,1624.7
bar,2026-05-07,credito_vista,1052.0
bar,2026-05-07,credito_4x,632.63
bar,2026-05-08,pix,2732.23
bar,2026-05-08,debito,2067.35
bar,2026-05-08,credito_vista,2434.48
bar,2026-05-08,credito_4x,943.12
bar,2026-05-09,pix,2278.49
bar,2026-05-09,debito,2610.38
bar,2026-05-09,credito_vista,2279.37
bar,2026-05-09,credito_4x,1013.5
bar,2026-05-10,pix,927.79
bar,2026-05-10,debito,911.66
bar,2026-05-10,credito_vista,1004.78
bar,2026-05-10,credito_4x,401.13
bar,2026-05-11,pix,939.05
bar,2026-05-11,debito,984.98
bar,2026-05-11,credito_vista,907.49
bar,2026-05-11,credito_4x,459.06
bar,2026-05-12,pix,1143.48
bar,2026-05-12,debito,793.76
bar,2026-05-12,credito_vista,846.59
bar,2026-05-12,credito_4x,362.22
bar,2026-05-13,pix,1377.26
bar,2026-05-13,debito,1273.34
bar,2026-05-13,credito_vista,935.48
bar,2026-05-13,credito_4x,674.43
bar,2026-05-14,pix,998.11
bar,2026-05-14,debito,873.92
bar,2026-05-14,credito_vista,797.95
bar,2026-05-14,credito_4x,356.65
bar,2026-05-15,pix,2374.15
bar,2026-05-15,debito,1164.1
bar,2026-05-15,credito_vista,1864.89
bar,2026-05-15,credito_4x,641.46
bar,2026-05-16,pix,1611.33
bar,2026-05-16,debito,1400.93
bar,2026-05-16,credito_vista,1441.3
bar,2026-05-16,credito_4x,469.15
bar,2026-05-17,pix,791.19
bar,2026-05-17,debito,658.14
bar,2026-05-17,credito_vista,655.2
bar,2026-05-17,credito_4x,275.81
bar,2026-05-18,pix,1342.21
bar,2026-05-18,debito,812.36
bar,2026-05-18,credito_vista,938.2
bar,2026-05-18,credito_4x,600.78
bar,2026-05-19,pix,1171.07
bar,2026-05-19,debito,1050.2
bar,2026-05-19,credito_vista,1047.4
bar,2026-05-19,credito_4x,455.0
bar,2026-05-20,pix,1271.89
bar,2026-05-20,debito,838.86
bar,2026-05-20,credito_vista,837.09
bar,2026-05-20,credito_4x,368.7
bar,2026-05-21,pix,1158.58
bar,2026-05-21,debito,766.68
bar,2026-05-21,credito_vista,991.35
bar,2026-05-21,credito_4x,299.6
bar,2026-05-22,pix,1380.26
bar,2026-05-22,debito,807.12
bar,2026-05-22,credito_vista,937.53
bar,2026-05-22,credito_4x,391.53
bar,2026-05-23,pix,2288.8
bar,2026-05-23,debito,1789.6
bar,2026-05-23,credito_vista,1759.0
bar,2026-05-23,credito_4x,575.19
bar,2026-05-24,pix,1397.99
bar,2026-05-24,debito,1191.39
bar,2026-05-24,credito_vista,1094.99
bar,2026-05-24,credito_4x,475.76
bar,2026-05-25,pix,990.46
bar,2026-05-25,debito,807.38
bar,2026-05-25,credito_vista,814.1
bar,2026-05-25,credito_4x,311.69
bar,2026-05-26,pix,842.89
bar,2026-05-26,debito,739.43
bar,2026-05-26,credito_vista,814.29
bar,2026-05-26,credito_4x,294.94
bar,2026-05-27,pix,1253.85
bar,2026-05-27,debito,1052.43
bar,2026-05-27,credito_vista,842.66
bar,2026-05-27,credito_4x,410.27
bar,2026-05-28,pix,871.26
bar,2026-05-28,debito,881.83
bar,2026-05-28,credito_vista,811.95
bar,2026-05-28,credito_4x,280.35
bar,2026-05-29,pix,1753.88
bar,2026-05-29,debito,1576.43
bar,2026-05-29,credito_vista,1410.34
bar,2026-05-29,credito_4x,672.44
bar,2026-05-30,pix,1934.51
bar,2026-05-30,debito,2221.77
bar,2026-05-30,credito_vista,1520.79
bar,2026-05-30,credito_4x,662.47
bar,2026-05-31,pix,785.87
bar,2026-05-31,debito,741.8
bar,2026-05-31,credito_vista,825.06
bar,2026-05-31,credito_4x,342.32
bar,2026-06-01,pix,1151.58
bar,2026-06-01,debito,1059.63
bar,2026-06-01,credito_vista,1037.32
bar,2026-06-01,credito_4x,480.96
bar,2026-06-02,pix,1058.99
bar,2026-06-02,debito,1215.63
bar,2026-06-02,credito_vista,1085.68
bar,2026-06-02,credito_4x,393.04
bar,2026-06-03,pix,1498.3
bar,2026-06-03,debito,1356.84
bar,2026-06-03,credito_vista,997.26
bar,2026-06-03,credito_4x,593.61
bar,2026-06-04,pix,1546.18
bar,2026-06-04,debito,819.79
bar,2026-06-04,credito_vista,1130.91
bar,2026-06-04,credito_4x,549.26
bar,2026-06-05,pix,2411.41
bar,2026-06-05,debito,2159.06
bar,2026-06-05,credito_vista,1874.55
bar,2026-06-05,credito_4x,1361.76
bar,2026-06-06,pix,3125.92
bar,2026-06-06,debito,2420.31
bar,2026-06-06,credito_vista,2808.4
bar,2026-06-06,credito_4x,1083.18
bar,2026-06-07,pix,959.17
bar,2026-06-07,debito,778.94
bar,2026-06-07,credito_vista,824.64
bar,2026-06-07,credito_4x,269.85
bar,2026-06-08,pix,958.57
bar,2026-06-08,debito,759.53
bar,2026-06-08,credito_vista,840.49
bar,2026-06-08,credito_4x,312.17
bar,2026-06-09,pix,1264.28
bar,2026-06-09,debito,1208.63
bar,2026-06-09,credito_vista,1142.29
bar,2026-06-09,credito_4x,639.78
bar,2026-06-10,pix,1212.18
bar,2026-06-10,debito,913.66
bar,2026-06-10,credito_vista,1080.02
bar,2026-06-10,credito_4x,692.26
bar,2026-06-11,pix,1798.49
bar,2026-06-11,debito,1503.74
bar,2026-06-11,credito_vista,1045.1
bar,2026-06-11,credito_4x,583.98
bar,2026-06-12,pix,2262.22
bar,2026-06-12,debito,1672.85
bar,2026-06-12,credito_vista,1180.89
bar,2026-06-12,credito_4x,682.86
bar,2026-06-13,pix,3400.81
bar,2026-06-13,debito,1641.8
bar,2026-06-13,credito_vista,2384.49
bar,2026-06-13,credito_4x,913.74
bar,2026-06-14,pix,1112.65
bar,2026-06-14,debito,777.68
bar,2026-06-14,credito_vista,811.34
bar,2026-06-14,credito_4x,349.58
bar,2026-06-15,pix,954.69
bar,2026-06-15,debito,1079.85
bar,2026-06-15,credito_vista,711.54
bar,2026-06-15,credito_4x,358.78
bar,2026-06-16,pix,1223.32
bar,2026-06-16,debito,1032.96
bar,2026-06-16,credito_vista,1210.52
bar,2026-06-16,credito_4x,483.26
bar,2026-06-17,pix,1038.23
bar,2026-06-17,debito,1102.09
bar,2026-06-17,credito_vista,935.49
bar,2026-06-17,credito_4x,349.52
bar,2026-06-18,pix,1478.25
bar,2026-06-18,debito,863.24
bar,2026-06-18,credito_vista,823.3
bar,2026-06-18,credito_4x,307.98
bar,2026-06-19,pix,1598.21
bar,2026-06-19,debito,2007.33
bar,2026-06-19,credito_vista,1629.28
bar,2026-06-19,credito_4x,515.51
bar,2026-06-20,pix,2458.37
bar,2026-06-20,debito,2296.15
bar,2026-06-20,credito_vista,1695.28
bar,2026-06-20,credito_4x,806.79
bar,2026-06-21,pix,966.92
bar,2026-06-21,debito,603.34
bar,2026-06-21,credito_vista,465.64
bar,2026-06-21,credito_4x,236.38
bar,2026-06-22,pix,989.19
bar,2026-06-22,debito,1094.31
bar,2026-06-22,credito_vista,817.39
bar,2026-06-22,credito_4x,349.27
bar,2026-06-23,pix,1304.91
bar,2026-06-23,debito,701.64
bar,2026-06-23,credito_vista,630.99
bar,2026-06-23,credito_4x,280.76
bar,2026-06-24,pix,1566.61
bar,2026-06-24,debito,1233.76
bar,2026-06-24,credito_vista,986.2
bar,2026-06-24,credito_4x,426.42
bar,2026-06-25,pix,803.47
bar,2026-06-25,debito,645.52
bar,2026-06-25,credito_vista,566.73
bar,2026-06-25,credito_4x,298.61
bar,2026-06-26,pix,1504.72
bar,2026-06-26,debito,1263.81
bar,2026-06-26,credito_vista,1441.9
bar,2026-06-26,credito_4x,645.75
bar,2026-06-27,pix,1145.81
bar,2026-06-27,debito,1241.18
bar,2026-06-27,credito_vista,1528.8
bar,2026-06-27,credito_4x,617.55
bar,2026-06-28,pix,744.82
bar,2026-06-28,debito,586.38
bar,2026-06-28,credito_vista,638.1
bar,2026-06-28,credito_4x,353.98
bar,2026-06-29,pix,800.09
bar,2026-06-29,debito,855.53
bar,2026-06-29,credito_vista,727.88
bar,2026-06-29,credito_4x,363.86
bar,2026-06-30,pix,732.43
bar,2026-06-30,debito,848.24
bar,2026-06-30,credito_vista,824.44
bar,2026-06-30,credito_4x,353.6
bar,2026-07-01,pix,1449.35
bar,2026-07-01,debito,917.36
bar,2026-07-01,credito_vista,931.59
bar,2026-07-01,credito_4x,475.04
bar,2026-07-02,pix,1336.0
bar,2026-07-02,debito,1012.02
bar,2026-07-02,credito_vista,952.03
bar,2026-07-02,credito_4x,589.57
bar,2026-07-03,pix,1982.26
bar,2026-07-03,debito,1903.4
bar,2026-07-03,credito_vista,1501.49
bar,2026-07-03,credito_4x,873.23
bar,2026-07-04,pix,1935.46
bar,2026-07-04,debito,1712.06
bar,2026-07-04,credito_vista,1328.81
bar,2026-07-04,credito_4x,706.52
bar,2026-07-05,pix,1079.03
bar,2026-07-05,debito,910.37
bar,2026-07-05,credito_vista,852.57
bar,2026-07-05,credito_4x,394.31
bar,2026-07-06,pix,1161.91
bar,2026-07-06,debito,796.01
bar,2026-07-06,credito_vista,802.82
bar,2026-07-06,credito_4x,452.45
bar,2026-07-07,pix,1309.93
bar,2026-07-07,debito,784.48
bar,2026-07-07,credito_vista,752.05
bar,2026-07-07,credito_4x,462.01
bar,2026-07-08,pix,1343.07
bar,2026-07-08,debito,941.16
bar,2026-07-08,credito_vista,1005.85
bar,2026-07-08,credito_4x,546.29
bar,2026-07-09,pix,1401.01
bar,2026-07-09,debito,1211.53
bar,2026-07-09,credito_vista,1076.17
bar,2026-07-09,credito_4x,439.82
bar,2026-07-10,pix,2926.17
bar,2026-07-10,debito,1846.14
bar,2026-07-10,credito_vista,1927.06
bar,2026-07-10,credito_4x,1166.43
bar,2026-07-11,pix,1848.71
bar,2026-07-11,debito,1823.19
bar,2026-07-11,credito_vista,1593.01
bar,2026-07-11,credito_4x,694.38
bar,2026-07-12,pix,963.25
bar,2026-07-12,debito,823.51
bar,2026-07-12,credito_vista,566.49
bar,2026-07-12,credito_4x,163.87
bar,2026-07-13,pix,814.91
bar,2026-07-13,debito,522.05
bar,2026-07-13,credito_vista,712.97
bar,2026-07-13,credito_4x,287.79
bar,2026-07-14,pix,787.3
bar,2026-07-14,debito,702.57
bar,2026-07-14,credito_vista,615.97
bar,2026-07-14,credito_4x,278.06
bar,2026-07-15,pix,737.09
bar,2026-07-15,debito,920.55
bar,2026-07-15,credito_vista,613.8
bar,2026-07-15,credito_4x,325.56
bar,2026-07-16,pix,1048.66
bar,2026-07-16,debito,948.73
bar,2026-07-16,credito_vista,763.58
bar,2026-07-16,credito_4x,328.43
bar,2026-07-17,pix,2002.99
bar,2026-07-17,debito,1408.5
bar,2026-07-17,credito_vista,1313.87
bar,2026-07-17,credito_4x,651.55
bar,2026-07-18,pix,1747.29
bar,2026-07-18,debito,1724.49
bar,2026-07-18,credito_vista,1641.93
bar,2026-07-18,credito_4x,1176.54
bar,2026-07-19,pix,965.95
bar,2026-07-19,debito,723.25
bar,2026-07-19,credito_vista,714.25
bar,2026-07-19,credito_4x,234.22
bar,2026-07-20,pix,826.83
bar,2026-07-20,debito,739.55
bar,2026-07-20,credito_vista,540.6
bar,2026-07-20,credito_4x,207.42
bar,2026-07-21,pix,1109.05
bar,2026-07-21,debito,726.32
bar,2026-07-21,credito_vista,876.08
bar,2026-07-21,credito_4x,464.64
bar,2026-07-22,pix,1095.03
bar,2026-07-22,debito,898.37
bar,2026-07-22,credito_vista,1090.55
bar,2026-07-22,credito_4x,435.18
bar,2026-07-23,pix,1282.17
bar,2026-07-23,debito,912.36
bar,2026-07-23,credito_vista,854.46
bar,2026-07-23,credito_4x,402.83
bar,2026-07-24,pix,1860.97
bar,2026-07-24,debito,1398.88
bar,2026-07-24,credito_vista,1051.05
bar,2026-07-24,credito_4x,552.86
bar,2026-07-25,pix,1907.51
bar,2026-07-25,debito,1523.02
bar,2026-07-25,credito_vista,1623.97
bar,2026-07-25,credito_4x,734.23
bar,2026-07-26,pix,762.22
bar,2026-07-26,debito,707.64
bar,2026-07-26,credito_vista,606.39
bar,2026-07-26,credito_4x,327.14
bar,2026-07-27,pix,633.04
bar,2026-07-27,debito,546.49
bar,2026-07-27,credito_vista,484.96
bar,2026-07-27,credito_4x,163.25
bar,2026-07-28,pix,896.37
bar,2026-07-28,debito,609.04
bar,2026-07-28,credito_vista,706.79
bar,2026-07-28,credito_4x,261.3
bar,2026-07-29,pix,1107.73
bar,2026-07-29,debito,767.42
bar,2026-07-29,credito_vista,712.2
bar,2026-07-29,credito_4x,352.98
bar,2026-07-30,pix,1127.53
bar,2026-07-30,debito,671.99
bar,2026-07-30,credito_vista,533.87
bar,2026-07-30,credito_4x,398.92
bar,2026-07-31,pix,1588.68
bar,2026-07-31,debito,1125.65
bar,2026-07-31,credito_vista,1468.57
bar,2026-07-31,credito_4x,770.07
bar,2026-08-01,pix,1508.91
bar,2026-08-01,debito,1416.33
