negocio,produto,data,quantidade
vestuario,jaqueta_serra,2026-08-15,0
vestuario,jaqueta_serra,2026-08-16,0
vestuario,jaqueta_serra,2026-08-17,0
vestuario,jaqueta_serra,2026-08-18,0
vestuario,jaqueta_serra,2026-08-19,0
vestuario,jaqueta_serra,2026-08-20,0
vestuario,jaqueta_serra,2026-08-21,0
vestuario,jaqueta_serra,2026-08-22,0
vestuario,jaqueta_serra,2026-08-23,0
vestuario,jaqueta_serra,2026-08-24,0
vestuario,jaqueta_serra,2026-08-25,0
vestuario,jaqueta_serra,2026-08-26,0
vestuario,jaqueta_serra,2026-08-27,0
vestuario,jaqueta_serra,2026-08-28,0
vestuario,jaqueta_serra,2026-08-29,0
vestuario,jaqueta_serra,2026-08-30,0
vestuario,jaqueta_serra,2026-08-31,0
vestuario,jaqueta_serra,2026-09-01,0
vestuario,jaqueta_serra,2026-09-02,0
vestuario,jaqueta_serra,2026-09-03,0
vestuario,jaqueta_serra,2026-09-04,1
vestuario,jaqueta_serra,2026-09-05,0
vestuario,jaqueta_serra,2026-09-06,0
vestuario,jaqueta_serra,2026-09-07,0
vestuario,jaqueta_serra,2026-09-08,0
vestuario,jaqueta_serra,2026-09-09,1
vestuario,jaqueta_serra,2026-09-10,0
vestuario,jaqueta_serra,2026-09-11,1
vestuario,jaqueta_serra,2026-09-12,0
vestuario,jaqueta_serra,2026-09-13,0
vestuario,jaqueta_serra,2026-09-14,0
vestuario,camisa_nova,2026-06-17,0
vestuario,camisa_nova,2026-06-18,1
vestuario,camisa_nova,2026-06-19,1
vestuario,camisa_nova,2026-06-20,2
vestuario,camisa_nova,2026-06-21,0
vestuario,camisa_nova,2026-06-22,2
vestuario,camisa_nova,2026-06-23,0
vestuario,camisa_nova,2026-06-24,0
vestuario,camisa_nova,2026-06-25,0
vestuario,camisa_nova,2026-06-26,1
vestuario,camisa_nova,2026-06-27,0
vestuario,camisa_nova,2026-06-28,0
vestuario,camisa_nova,2026-06-29,0
vestuario,camisa_nova,2026-06-30,2
vestuario,camisa_nova,2026-07-01,0
vestuario,camisa_nova,2026-07-02,0
vestuario,camisa_nova,2026-07-03,1
vestuario,camisa_nova,2026-07-04,3
vestuario,camisa_nova,2026-07-05,0
vestuario,camisa_nova,2026-07-06,1
vestuario,camisa_nova,2026-07-07,0
vestuario,camisa_nova,2026-07-08,0
vestuario,camisa_nova,2026-07-09,0
vestuario,camisa_nova,2026-07-10,0
vestuario,camisa_nova,2026-07-11,0
vestuario,camisa_nova,2026-07-12,1
vestuario,camisa_nova,2026-07-13,1
vestuario,camisa_nova,2026-07-14,1
vestuario,camisa_nova,2026-07-15,2
vestuario,camisa_nova,2026-07-16,0
vestuario,camisa_nova,2026-07-17,1
vestuario,camisa_nova,2026-07-18,1
vestuario,camisa_nova,2026-07-19,1
vestuario,camisa_nova,2026-07-20,0
vestuario,camisa_nova,2026-07-21,2
vestuario,camisa_nova,2026-07-22,0
vestuario,camisa_nova,2026-07-23,1
vestuario,camisa_nova,2026-07-24,1
vestuario,camisa_nova,2026-07-25,2
vestuario,camisa_nova,2026-07-26,2
vestuario,camisa_nova,2026-07-27,0
vestuario,camisa_nova,2026-07-28,0
vestuario,camisa_nova,2026-07-29,1
vestuario,camisa_nova,2026-07-30,0
vestuario,camisa_nova,2026-07-31,1
vestuario,camisa_nova,2026-08-01,0
vestuario,camisa_nova,2026-08-02,0
vestuario,camisa_nova,2026-08-03,3
vestuario,camisa_nova,2026-08-04,0
vestuario,camisa_nova,2026-08-05,1
vestuario,camisa_nova,2026-08-06,1
vestuario,camisa_nova,2026-08-07,0
vestuario,camisa_nova,2026-08-08,1
vestuario,camisa_nova,2026-08-09,0
vestuario,camisa_nova,2026-08-10,2
vestuario,camisa_nova,2026-08-11,1
vestuario,camisa_nova,2026-08-12,2
vestuario,camisa_nova,2026-08-13,1
vestuario,camisa_nova,2026-08-14,1
vestuario,camisa_nova,2026-08-15,1
vestuario,camisa_nova,2026-08-16,0
vestuario,camisa_nova,2026-08-17,0
vestuario,camisa_nova,2026-08-18,2
vestuario,camisa_nova,2026-08-19,0
vestuario,camisa_nova,2026-08-20,1
vestuario,camisa_nova,2026-08-21,0
vestuario,camisa_nova,2026-08-22,0
vestuario,camisa_nova,2026-08-23,0
vestuario,camisa_nova,2026-08-24,0
vestuario,camisa_nova,2026-08-25,0
vestuario,camisa_nova,2026-08-26,2
vestuario,camisa_nova,2026-08-27,3
vestuario,camisa_nova,2026-08-28,1
vestuario,camisa_nova,2026-08-29,1
vestuario,camisa_nova,2026-08-30,0
vestuario,camisa_nova,2026-08-31,1
vestuario,camisa_nova,2026-09-01,1
vestuario,camisa_nova,2026-09-02,0
vestuario,camisa_nova,2026-09-03,0
vestuario,camisa_nova,2026-09-04,3
vestuario,camisa_nova,2026-09-05,1
vestuario,camisa_nova,2026-09-06,0
vestuario,camisa_nova,2026-09-07,0
vestuario,camisa_nova,2026-09-08,2
vestuario,camisa_nova,2026-09-09,2
vestuario,camisa_nova,2026-09-10,1
vestuario,camisa_nova,2026-09-11,1
vestuario,camisa_nova,2026-09-12,1
vestuario,camisa_nova,2026-09-13,0
vestuario,camisa_nova,2026-09-14,0
