negocio,data,categoria,valor
bar,2026-08-20,folha,18843.73
bar,2026-08-20,imposto,6826.63
bar,2026-08-21,operacional,209.37
bar,2026-08-22,operacional,209.37
bar,2026-08-23,operacional,209.37
bar,2026-08-24,operacional,209.37
bar,2026-08-25,operacional,209.37
bar,2026-08-25,fornecedor,6448.74
bar,2026-08-26,operacional,209.37
bar,2026-08-27,operacional,209.37
bar,2026-08-28,operacional,209.37
bar,2026-08-29,operacional,209.37
bar,2026-08-30,operacional,209.37
bar,2026-08-31,operacional,209.37
bar,2026-09-01,operacional,209.37
bar,2026-09-01,fornecedor,6448.74
bar,2026-09-02,operacional,209.37
bar,2026-09-03,operacional,209.37
bar,2026-09-04,operacional,209.37
bar,2026-09-05,operacional,209.37
bar,2026-09-05,folha,18843.73
bar,2026-09-06,operacional,209.37
bar,2026-09-07,operacional,209.37
bar,2026-09-08,operacional,209.37
bar,2026-09-08,fornecedor,6448.74
bar,2026-09-09,operacional,209.37
bar,2026-09-10,operacional,209.37
bar,2026-09-10,aluguel,8793.74
bar,2026-09-11,operacional,209.37
bar,2026-09-12,operacional,209.37
bar,2026-09-13,operacional,209.37
bar,2026-09-14,operacional,209.37
vestuario,2025-01-03,operacional,346.37
vestuario,2025-01-04,operacional,346.37
vestuario,2025-01-05,operacional,346.37
vestuario,2025-01-05,folha,30018.71
vestuario,2025-01-06,operacional,346.37
vestuario,2025-01-07,operacional,346.37
vestuario,2025-01-08,operacional,346.37
vestuario,2025-01-09,operacional,346.37
vestuario,2025-01-10,operacional,346.37
vestuario,2025-01-10,aluguel,15009.36
vestuario,2025-01-11,operacional,346.37
vestuario,2025-01-12,operacional,346.37
vestuario,2025-01-13,operacional,346.37
vestuario,2025-01-14,operacional,346.37
vestuario,2025-01-15,operacional,346.37
vestuario,2025-01-16,operacional,346.37
vestuario,2025-01-17,operacional,346.37
vestuario,2025-01-18,operacional,346.37
vestuario,2025-01-19,operacional,346.37
vestuario,2025-01-20,operacional,346.37
vestuario,2025-01-20,imposto,3819.15
vestuario,2025-01-21,operacional,346.37
vestuario,2025-01-22,operacional,346.37
vestuario,2025-01-23,operacional,346.37
vestuario,2025-01-24,operacional,346.37
vestuario,2025-01-25,operacional,346.37
vestuario,2025-01-26,operacional,346.37
vestuario,2025-01-27,operacional,346.37
vestuario,2025-01-28,operacional,346.37
vestuario,2025-01-29,operacional,346.37
vestuario,2025-01-30,operacional,346.37
vestuario,2025-01-31,operacional,346.37
vestuario,2025-02-01,operacional,346.37
vestuario,2025-02-02,operacional,346.37
vestuario,2025-02-03,operacional,346.37
vestuario,2025-02-04,operacional,346.37
vestuario,2025-02-05,operacional,346.37
vestuario,2025-02-05,folha,30018.71
vestuario,2025-02-06,operacional,346.37
vestuario,2025-02-07,operacional,346.37
vestuario,2025-02-08,operacional,346.37
vestuario,2025-02-09,operacional,346.37
vestuario,2025-02-10,operacional,346.37
vestuario,2025-02-10,aluguel,15009.36
vestuario,2025-02-11,operacional,346.37
vestuario,2025-02-12,operacional,346.37
vestuario,2025-02-13,operacional,346.37
vestuario,2025-02-14,operacional,346.37
vestuario,2025-02-15,operacional,346.37
vestuario,2025-02-16,operacional,346.37
vestuario,2025-02-17,operacional,346.37
vestuario,2025-02-18,operacional,346.37
vestuario,2025-02-19,operacional,346.37
vestuario,2025-02-20,operacional,346.37
vestuario,2025-02-20,imposto,6411.2
vestuario,2025-02-21,operacional,346.37
vestuario,2025-02-22,operacional,346.37
vestuario,2025-02-23,operacional,346.37
vestuario,2025-02-24,operacional,346.37
vestuario,2025-02-25,operacional,346.37
vestuario,2025-02-26,operacional,346.37
vestuario,2025-02-27,operacional,346.37
vestuario,2025-02-28,operacional,346.37
vestuario,2025-03-01,operacional,346.37
vestuario,2025-03-02,operacional,346.37
vestuario,2025-03-03,operacional,346.37
vestuario,2025-03-04,operacional,346.37
vestuario,2025-03-05,operacional,346.37
vestuario,2025-03-05,folha,30018.71
vestuario,2025-03-06,operacional,346.37
vestuario,2025-03-07,operacional,346.37
vestuario,2025-03-08,operacional,346.37
vestuario,2025-03-09,operacional,346.37
vestuario,2025-03-10,operacional,346.37
vestuario,2025-03-10,aluguel,15009.36
vestuario,2025-03-11,operacional,346.37
vestuario,2025-03-12,operacional,346.37
vestuario,2025-03-13,operacional,346.37
vestuario,2025-03-14,operacional,346.37
vestuario,2025-03-15,operacional,346.37
vestuario,2025-03-16,operacional,346.37
vestuario,2025-03-17,operacional,346.37
vestuario,2025-03-18,operacional,346.37
vestuario,2025-03-19,operacional,346.37
vestuario,2025-03-20,operacional,346.37
vestuario,2025-03-20,imposto,6802.56
vestuario,2025-03-21,operacional,346.37
vestuario,2025-03-22,operacional,346.37
vestuario,2025-03-23,operacional,346.37
vestuario,2025-03-24,operacional,346.37
vestuario,2025-03-25,operacional,346.37
vestuario,2025-03-26,operacional,346.37
vestuario,2025-03-27,operacional,346.37
vestuario,2025-03-28,operacional,346.37
vestuario,2025-03-29,operacional,346.37
vestuario,2025-03-30,operacional,346.37
vestuario,2025-03-31,operacional,346.37
vestuario,2025-04-01,operacional,346.37
vestuario,2025-04-02,operacional,346.37
vestuario,2025-05-02,fornecedor_colecao,110838.33
vestuario,2025-04-03,operacional,346.37
vestuario,2025-04-04,operacional,346.37
vestuario,2025-04-05,operacional,346.37
vestuario,2025-04-05,folha,30018.71
vestuario,2025-04-06,operacional,346.37
vestuario,2025-04-07,operacional,346.37
vestuario,2025-04-08,operacional,346.37
vestuario,2025-04-09,operacional,346.37
vestuario,2025-04-10,operacional,346.37
vestuario,2025-04-10,aluguel,15009.36
vestuario,2025-04-11,operacional,346.37
vestuario,2025-04-12,operacional,346.37
vestuario,2025-04-13,operacional,346.37
vestuario,2025-04-14,operacional,346.37
vestuario,2025-04-15,operacional,346.37
vestuario,2025-04-16,operacional,346.37
vestuario,2025-04-17,operacional,346.37
vestuario,2025-04-18,operacional,346.37
vestuario,2025-04-19,operacional,346.37
vestuario,2025-04-20,operacional,346.37
vestuario,2025-04-20,imposto,6637.06
vestuario,2025-04-21,operacional,346.37
vestuario,2025-04-22,operacional,346.37
vestuario,2025-04-23,operacional,346.37
vestuario,2025-04-24,operacional,346.37
vestuario,2025-04-25,operacional,346.37
vestuario,2025-04-26,operacional,346.37
vestuario,2025-04-27,operacional,346.37
vestuario,2025-04-28,operacional,346.37
vestuario,2025-04-29,operacional,346.37
vestuario,2025-04-30,operacional,346.37
vestuario,2025-05-01,operacional,346.37
vestuario,2025-05-02,operacional,346.37
vestuario,2025-05-03,operacional,346.37
vestuario,2025-05-04,operacional,346.37
vestuario,2025-05-05,operacional,346.37
vestuario,2025-05-05,folha,30018.71
vestuario,2025-05-06,operacional,346.37
vestuario,2025-05-07,operacional,346.37
vestuario,2025-05-08,operacional,346.37
vestuario,2025-05-09,operacional,346.37
vestuario,2025-05-10,operacional,346.37
vestuario,2025-05-10,aluguel,15009.36
vestuario,2025-05-11,operacional,346.37
vestuario,2025-05-12,operacional,346.37
vestuario,2025-05-13,operacional,346.37
vestuario,2025-05-14,operacional,346.37
vestuario,2025-05-15,operacional,346.37
vestuario,2025-05-16,operacional,346.37
vestuario,2025-05-17,operacional,346.37
vestuario,2025-05-18,operacional,346.37
vestuario,2025-05-19,operacional,346.37
vestuario,2025-05-20,operacional,346.37
vestuario,2025-05-20,imposto,6965.21
vestuario,2025-05-21,operacional,346.37
vestuario,2025-05-22,operacional,346.37
vestuario,2025-05-23,operacional,346.37
vestuario,2025-05-24,operacional,346.37
vestuario,2025-05-25,operacional,346.37
vestuario,2025-05-26,operacional,346.37
vestuario,2025-05-27,operacional,346.37
vestuario,2025-05-28,operacional,346.37
vestuario,2025-05-29,operacional,346.37
vestuario,2025-05-30,operacional,346.37
vestuario,2025-05-31,operacional,346.37
vestuario,2025-06-01,operacional,346.37
vestuario,2025-06-02,operacional,346.37
vestuario,2025-06-03,operacional,346.37
vestuario,2025-06-04,operacional,346.37
vestuario,2025-06-05,operacional,346.37
vestuario,2025-06-05,folha,30018.71
vestuario,2025-06-06,operacional,346.37
vestuario,2025-06-07,operacional,346.37
vestuario,2025-06-08,operacional,346.37
vestuario,2025-06-09,operacional,346.37
vestuario,2025-06-10,operacional,346.37
vestuario,2025-06-10,aluguel,15009.36
vestuario,2025-06-11,operacional,346.37
vestuario,2025-06-12,operacional,346.37
vestuario,2025-06-13,operacional,346.37
vestuario,2025-06-14,operacional,346.37
vestuario,2025-06-15,operacional,346.37
vestuario,2025-06-16,operacional,346.37
vestuario,2025-06-17,operacional,346.37
vestuario,2025-06-18,operacional,346.37
vestuario,2025-06-19,operacional,346.37
vestuario,2025-06-20,operacional,346.37
vestuario,2025-06-20,imposto,7206.28
vestuario,2025-06-21,operacional,346.37
vestuario,2025-06-22,operacional,346.37
vestuario,2025-06-23,operacional,346.37
vestuario,2025-06-24,operacional,346.37
vestuario,2025-06-25,operacional,346.37
vestuario,2025-06-26,operacional,346.37
vestuario,2025-06-27,operacional,346.37
vestuario,2025-06-28,operacional,346.37
vestuario,2025-06-29,operacional,346.37
vestuario,2025-06-30,operacional,346.37
vestuario,2025-07-01,operacional,346.37
vestuario,2025-07-31,fornecedor_colecao,110838.33
vestuario,2025-07-02,operacional,346.37
vestuario,2025-07-03,operacional,346.37
vestuario,2025-07-04,operacional,346.37
vestuario,2025-07-05,operacional,346.37
vestuario,2025-07-05,folha,30018.71
vestuario,2025-07-06,operacional,346.37
vestuario,2025-07-07,operacional,346.37
vestuario,2025-07-08,operacional,346.37
vestuario,2025-07-09,operacional,346.37
vestuario,2025-07-10,operacional,346.37
vestuario,2025-07-10,aluguel,15009.36
vestuario,2025-07-11,operacional,346.37
vestuario,2025-07-12,operacional,346.37
vestuario,2025-07-13,operacional,346.37
vestuario,2025-07-14,operacional,346.37
vestuario,2025-07-15,operacional,346.37
vestuario,2025-07-16,operacional,346.37
vestuario,2025-07-17,operacional,346.37
vestuario,2025-07-18,operacional,346.37
vestuario,2025-07-19,operacional,346.37
vestuario,2025-07-20,operacional,346.37
vestuario,2025-07-20,imposto,6680.15
vestuario,2025-07-21,operacional,346.37
vestuario,2025-07-22,operacional,346.37
vestuario,2025-07-23,operacional,346.37
vestuario,2025-07-24,operacional,346.37
vestuario,2025-07-25,operacional,346.37
vestuario,2025-07-26,operacional,346.37
vestuario,2025-07-27,operacional,346.37
vestuario,2025-07-28,operacional,346.37
vestuario,2025-07-29,operacional,346.37
vestuario,2025-07-30,operacional,346.37
vestuario,2025-07-31,operacional,346.37
vestuario,2025-08-01,operacional,346.37
vestuario,2025-08-02,operacional,346.37
vestuario,2025-08-03,operacional,346.37
vestuario,2025-08-04,operacional,346.37
vestuario,2025-08-05,operacional,346.37
vestuario,2025-08-05,folha,30018.71
vestuario,2025-08-06,operacional,346.37
vestuario,2025-08-07,operacional,346.37
vestuario,2025-08-08,operacional,346.37
vestuario,2025-08-09,operacional,346.37
vestuario,2025-08-10,operacional,346.37
vestuario,2025-08-10,aluguel,15009.36
vestuario,2025-08-11,operacional,346.37
vestuario,2025-08-12,operacional,346.37
vestuario,2025-08-13,operacional,346.37
vestuario,2025-08-14,operacional,346.37
vestuario,2025-08-15,operacional,346.37
vestuario,2025-08-16,operacional,346.37
vestuario,2025-08-17,operacional,346.37
vestuario,2025-08-18,operacional,346.37
vestuario,2025-08-19,operacional,346.37
vestuario,2025-08-20,operacional,346.37
vestuario,2025-08-20,imposto,6585.35
vestuario,2025-08-21,operacional,346.37
vestuario,2025-08-22,operacional,346.37
vestuario,2025-08-23,operacional,346.37
vestuario,2025-08-24,operacional,346.37
vestuario,2025-08-25,operacional,346.37
vestuario,2025-08-26,operacional,346.37
vestuario,2025-08-27,operacional,346.37
vestuario,2025-08-28,operacional,346.37
vestuario,2025-08-29,operacional,346.37
vestuario,2025-08-30,operacional,346.37
vestuario,2025-08-31,operacional,346.37
vestuario,2025-09-01,operacional,346.37
vestuario,2025-09-02,operacional,346.37
vestuario,2025-09-03,operacional,346.37
vestuario,2025-09-04,operacional,346.37
vestuario,2025-09-05,operacional,346.37
vestuario,2025-09-05,folha,30018.71
vestuario,2025-09-06,operacional,346.37
vestuario,2025-09-07,operacional,346.37
vestuario,2025-09-08,operacional,346.37
vestuario,2025-09-09,operacional,346.37
vestuario,2025-09-10,operacional,346.37
vestuario,2025-09-10,aluguel,15009.36
vestuario,2025-09-11,operacional,346.37
vestuario,2025-09-12,operacional,346.37
vestuario,2025-09-13,operacional,346.37
vestuario,2025-09-14,operacional,346.37
vestuario,2025-09-15,operacional,346.37
vestuario,2025-09-16,operacional,346.37
vestuario,2025-09-17,operacional,346.37
vestuario,2025-09-18,operacional,346.37
vestuario,2025-09-19,operacional,346.37
vestuario,2025-09-20,operacional,346.37
vestuario,2025-09-20,imposto,6053.05
vestuario,2025-09-21,operacional,346.37
vestuario,2025-09-22,operacional,346.37
vestuario,2025-09-23,operacional,346.37
vestuario,2025-09-24,operacional,346.37
vestuario,2025-09-25,operacional,346.37
vestuario,2025-09-26,operacional,346.37
vestuario,2025-09-27,operacional,346.37
vestuario,2025-09-28,operacional,346.37
vestuario,2025-09-29,operacional,346.37
vestuario,2025-10-29,fornecedor_colecao,110838.33
vestuario,2025-09-30,operacional,346.37
vestuario,2025-10-01,operacional,346.37
vestuario,2025-10-02,operacional,346.37
vestuario,2025-10-03,operacional,346.37
vestuario,2025-10-04,operacional,346.37
vestuario,2025-10-05,operacional,346.37
vestuario,2025-10-05,folha,30018.71
vestuario,2025-10-06,operacional,346.37
vestuario,2025-10-07,operacional,346.37
vestuario,2025-10-08,operacional,346.37
vestuario,2025-10-09,operacional,346.37
vestuario,2025-10-10,operacional,346.37
vestuario,2025-10-10,aluguel,15009.36
vestuario,2025-10-11,operacional,346.37
vestuario,2025-10-12,operacional,346.37
vestuario,2025-10-13,operacional,346.37
vestuario,2025-10-14,operacional,346.37
vestuario,2025-10-15,operacional,346.37
vestuario,2025-10-16,operacional,346.37
vestuario,2025-10-17,operacional,346.37
vestuario,2025-10-18,operacional,346.37
vestuario,2025-10-19,operacional,346.37
vestuario,2025-10-20,operacional,346.37
vestuario,2025-10-20,imposto,6091.21
vestuario,2025-10-21,operacional,346.37
vestuario,2025-10-22,operacional,346.37
vestuario,2025-10-23,operacional,346.37
vestuario,2025-10-24,operacional,346.37
vestuario,2025-10-25,operacional,346.37
vestuario,2025-10-26,operacional,346.37
vestuario,2025-10-27,operacional,346.37
vestuario,2025-10-28,operacional,346.37
vestuario,2025-10-29,operacional,346.37
vestuario,2025-10-30,operacional,346.37
vestuario,2025-10-31,operacional,346.37
vestuario,2025-11-01,operacional,346.37
vestuario,2025-11-02,operacional,346.37
vestuario,2025-11-03,operacional,346.37
vestuario,2025-11-04,operacional,346.37
vestuario,2025-11-05,operacional,346.37
vestuario,2025-11-05,folha,30018.71
vestuario,2025-11-06,operacional,346.37
vestuario,2025-11-07,operacional,346.37
vestuario,2025-11-08,operacional,346.37
vestuario,2025-11-09,operacional,346.37
vestuario,2025-11-10,operacional,346.37
vestuario,2025-11-10,aluguel,15009.36
vestuario,2025-11-11,operacional,346.37
vestuario,2025-11-12,operacional,346.37
vestuario,2025-11-13,operacional,346.37
vestuario,2025-11-14,operacional,346.37
vestuario,2025-11-15,operacional,346.37
vestuario,2025-11-16,operacional,346.37
vestuario,2025-11-17,operacional,346.37
vestuario,2025-11-18,operacional,346.37
vestuario,2025-11-19,operacional,346.37
vestuario,2025-11-20,operacional,346.37
vestuario,2025-11-20,imposto,6785.86
vestuario,2025-11-21,operacional,346.37
vestuario,2025-11-22,operacional,346.37
vestuario,2025-11-23,operacional,346.37
vestuario,2025-11-24,operacional,346.37
vestuario,2025-11-25,operacional,346.37
vestuario,2025-11-26,operacional,346.37
vestuario,2025-11-27,operacional,346.37
vestuario,2025-11-28,operacional,346.37
vestuario,2025-11-29,operacional,346.37
vestuario,2025-11-30,operacional,346.37
vestuario,2025-12-01,operacional,346.37
vestuario,2025-12-02,operacional,346.37
vestuario,2025-12-03,operacional,346.37
vestuario,2025-12-04,operacional,346.37
vestuario,2025-12-05,operacional,346.37
vestuario,2025-12-05,folha,30018.71
vestuario,2025-12-06,operacional,346.37
vestuario,2025-12-07,operacional,346.37
vestuario,2025-12-08,operacional,346.37
vestuario,2025-12-09,operacional,346.37
vestuario,2025-12-10,operacional,346.37
vestuario,2025-12-10,aluguel,15009.36
vestuario,2025-12-11,operacional,346.37
vestuario,2025-12-12,operacional,346.37
vestuario,2025-12-13,operacional,346.37
vestuario,2025-12-14,operacional,346.37
vestuario,2025-12-15,operacional,346.37
vestuario,2025-12-16,operacional,346.37
vestuario,2025-12-17,operacional,346.37
vestuario,2025-12-18,operacional,346.37
vestuario,2025-12-19,operacional,346.37
vestuario,2025-12-20,operacional,346.37
vestuario,2025-12-20,imposto,6752.49
vestuario,2025-12-21,operacional,346.37
vestuario,2025-12-22,operacional,346.37
vestuario,2025-12-23,operacional,346.37
vestuario,2025-12-24,operacional,346.37
vestuario,2025-12-25,operacional,346.37
vestuario,2025-12-26,operacional,346.37
vestuario,2025-12-27,operacional,346.37
vestuario,2025-12-28,operacional,346.37
vestuario,2026-01-27,fornecedor_colecao,110838.33
vestuario,2025-12-29,operacional,346.37
vestuario,2025-12-30,operacional,346.37
vestuario,2025-12-31,operacional,346.37
vestuario,2026-01-01,operacional,346.37
vestuario,2026-01-02,operacional,346.37
vestuario,2026-01-03,operacional,346.37
vestuario,2026-01-04,operacional,346.37
vestuario,2026-01-05,operacional,346.37
vestuario,2026-01-05,folha,30018.71
vestuario,2026-01-06,operacional,346.37
vestuario,2026-01-07,operacional,346.37
vestuario,2026-01-08,operacional,346.37
vestuario,2026-01-09,operacional,346.37
vestuario,2026-01-10,operacional,346.37
vestuario,2026-01-10,aluguel,15009.36
vestuario,2026-01-11,operacional,346.37
vestuario,2026-01-12,operacional,346.37
vestuario,2026-01-13,operacional,346.37
vestuario,2026-01-14,operacional,346.37
vestuario,2026-01-15,operacional,346.37
vestuario,2026-01-16,operacional,346.37
vestuario,2026-01-17,operacional,346.37
vestuario,2026-01-18,operacional,346.37
vestuario,2026-01-19,operacional,346.37
vestuario,2026-01-20,operacional,346.37
vestuario,2026-01-20,imposto,7266.43
vestuario,2026-01-21,operacional,346.37
vestuario,2026-01-22,operacional,346.37
vestuario,2026-01-23,operacional,346.37
vestuario,2026-01-24,operacional,346.37
vestuario,2026-01-25,operacional,346.37
vestuario,2026-01-26,operacional,346.37
vestuario,2026-01-27,operacional,346.37
vestuario,2026-01-28,operacional,346.37
vestuario,2026-01-29,operacional,346.37
vestuario,2026-01-30,operacional,346.37
vestuario,2026-01-31,operacional,346.37
vestuario,2026-02-01,operacional,346.37
vestuario,2026-02-02,operacional,346.37
vestuario,2026-02-03,operacional,346.37
vestuario,2026-02-04,operacional,346.37
vestuario,2026-02-05,operacional,346.37
vestuario,2026-02-05,folha,30018.71
vestuario,2026-02-06,operacional,346.37
vestuario,2026-02-07,operacional,346.37
vestuario,2026-02-08,operacional,346.37
vestuario,2026-02-09,operacional,346.37
vestuario,2026-02-10,operacional,346.37
vestuario,2026-02-10,aluguel,15009.36
vestuario,2026-02-11,operacional,346.37
vestuario,2026-02-12,operacional,346.37
vestuario,2026-02-13,operacional,346.37
vestuario,2026-02-14,operacional,346.37
vestuario,2026-02-15,operacional,346.37
vestuario,2026-02-16,operacional,346.37
vestuario,2026-02-17,operacional,346.37
vestuario,2026-02-18,operacional,346.37
vestuario,2026-02-19,operacional,346.37
vestuario,2026-02-20,operacional,346.37
vestuario,2026-02-20,imposto,7125.88
vestuario,2026-02-21,operacional,346.37
vestuario,2026-02-22,operacional,346.37
vestuario,2026-02-23,operacional,346.37
vestuario,2026-02-24,operacional,346.37
vestuario,2026-02-25,operacional,346.37
vestuario,2026-02-26,operacional,346.37
vestuario,2026-02-27,operacional,346.37
vestuario,2026-02-28,operacional,346.37
vestuario,2026-03-01,operacional,346.37
vestuario,2026-03-02,operacional,346.37
vestuario,2026-03-03,operacional,346.37
vestuario,2026-03-04,operacional,346.37
vestuario,2026-03-05,operacional,346.37
vestuario,2026-03-05,folha,30018.71
vestuario,2026-03-06,operacional,346.37
vestuario,2026-03-07,operacional,346.37
vestuario,2026-03-08,operacional,346.37
vestuario,2026-03-09,operacional,346.37
vestuario,2026-03-10,operacional,346.37
vestuario,2026-03-10,aluguel,15009.36
vestuario,2026-03-11,operacional,346.37
vestuario,2026-03-12,operacional,346.37
vestuario,2026-03-13,operacional,346.37
vestuario,2026-03-14,operacional,346.37
vestuario,2026-03-15,operacional,346.37
vestuario,2026-03-16,operacional,346.37
vestuario,2026-03-17,operacional,346.37
vestuario,2026-03-18,operacional,346.37
vestuario,2026-03-19,operacional,346.37
vestuario,2026-03-20,operacional,346.37
vestuario,2026-03-20,imposto,7644.56
vestuario,2026-03-21,operacional,346.37
vestuario,2026-03-22,operacional,346.37
vestuario,2026-03-23,operacional,346.37
vestuario,2026-03-24,operacional,346.37
vestuario,2026-03-25,operacional,346.37
vestuario,2026-03-26,operacional,346.37
vestuario,2026-03-27,operacional,346.37
vestuario,2026-03-28,operacional,346.37
vestuario,2026-04-27,fornecedor_colecao,110838.33
vestuario,2026-03-29,operacional,346.37
vestuario,2026-03-30,operacional,346.37
vestuario,2026-03-31,operacional,346.37
vestuario,2026-04-01,operacional,346.37
vestuario,2026-04-02,operacional,346.37
vestuario,2026-04-03,operacional,346.37
vestuario,2026-04-04,operacional,346.37
vestuario,2026-04-05,operacional,346.37
vestuario,2026-04-05,folha,30018.71
vestuario,2026-04-06,operacional,346.37
vestuario,2026-04-07,operacional,346.37
vestuario,2026-04-08,operacional,346.37
vestuario,2026-04-09,operacional,346.37
vestuario,2026-04-10,operacional,346.37
vestuario,2026-04-10,aluguel,15009.36
vestuario,2026-04-11,operacional,346.37
vestuario,2026-04-12,operacional,346.37
vestuario,2026-04-13,operacional,346.37
vestuario,2026-04-14,operacional,346.37
vestuario,2026-04-15,operacional,346.37
vestuario,2026-04-16,operacional,346.37
vestuario,2026-04-17,operacional,346.37
vestuario,2026-04-18,operacional,346.37
vestuario,2026-04-19,operacional,346.37
vestuario,2026-04-20,operacional,346.37
vestuario,2026-04-20,imposto,7637.74
vestuario,2026-04-21,operacional,346.37
vestuario,2026-04-22,operacional,346.37
vestuario,2026-04-23,operacional,346.37
vestuario,2026-04-24,operacional,346.37
vestuario,2026-04-25,operacional,346.37
vestuario,2026-04-26,operacional,346.37
vestuario,2026-04-27,operacional,346.37
vestuario,2026-04-28,operacional,346.37
vestuario,2026-04-29,operacional,346.37
vestuario,2026-04-30,operacional,346.37
vestuario,2026-05-01,operacional,346.37
vestuario,2026-05-02,operacional,346.37
vestuario,2026-05-03,operacional,346.37
vestuario,2026-05-04,operacional,346.37
vestuario,2026-05-05,operacional,346.37
vestuario,2026-05-05,folha,30018.71
vestuario,2026-05-06,operacional,346.37
vestuario,2026-05-07,operacional,346.37
vestuario,2026-05-08,operacional,346.37
vestuario,2026-05-09,operacional,346.37
vestuario,2026-05-10,operacional,346.37
vestuario,2026-05-10,aluguel,15009.36
vestuario,2026-05-11,operacional,346.37
vestuario,2026-05-12,operacional,346.37
vestuario,2026-05-13,operacional,346.37
vestuario,2026-05-14,operacional,346.37
vestuario,2026-05-15,operacional,346.37
vestuario,2026-05-16,operacional,346.37
vestuario,2026-05-17,operacional,346.37
vestuario,2026-05-18,operacional,346.37
vestuario,2026-05-19,operacional,346.37
vestuario,2026-05-20,operacional,346.37
vestuario,2026-05-20,imposto,8133.54
vestuario,2026-05-21,operacional,346.37
vestuario,2026-05-22,operacional,346.37
vestuario,2026-05-23,operacional,346.37
vestuario,2026-05-24,operacional,346.37
vestuario,2026-05-25,operacional,346.37
vestuario,2026-05-26,operacional,346.37
vestuario,2026-05-27,operacional,346.37
vestuario,2026-05-28,operacional,346.37
vestuario,2026-05-29,operacional,346.37
vestuario,2026-05-30,operacional,346.37
vestuario,2026-05-31,operacional,346.37
vestuario,2026-06-01,operacional,346.37
vestuario,2026-06-02,operacional,346.37
vestuario,2026-06-03,operacional,346.37
vestuario,2026-06-04,operacional,346.37
vestuario,2026-06-05,operacional,346.37
vestuario,2026-06-05,folha,30018.71
vestuario,2026-06-06,operacional,346.37
vestuario,2026-06-07,operacional,346.37
vestuario,2026-06-08,operacional,346.37
vestuario,2026-06-09,operacional,346.37
vestuario,2026-06-10,operacional,346.37
vestuario,2026-06-10,aluguel,15009.36
vestuario,2026-06-11,operacional,346.37
vestuario,2026-06-12,operacional,346.37
vestuario,2026-06-13,operacional,346.37
vestuario,2026-06-14,operacional,346.37
vestuario,2026-06-15,operacional,346.37
vestuario,2026-06-16,operacional,346.37
vestuario,2026-06-17,operacional,346.37
vestuario,2026-06-18,operacional,346.37
vestuario,2026-06-19,operacional,346.37
vestuario,2026-06-20,operacional,346.37
vestuario,2026-06-20,imposto,7508.79
vestuario,2026-06-21,operacional,346.37
vestuario,2026-06-22,operacional,346.37
vestuario,2026-06-23,operacional,346.37
vestuario,2026-06-24,operacional,346.37
vestuario,2026-06-25,operacional,346.37
vestuario,2026-06-26,operacional,346.37
vestuario,2026-07-26,fornecedor_colecao,110838.33
vestuario,2026-06-27,operacional,346.37
vestuario,2026-06-28,operacional,346.37
vestuario,2026-06-29,operacional,346.37
vestuario,2026-06-30,operacional,346.37
vestuario,2026-07-01,operacional,346.37
vestuario,2026-07-02,operacional,346.37
vestuario,2026-07-03,operacional,346.37
vestuario,2026-07-04,operacional,346.37
vestuario,2026-07-05,operacional,346.37
vestuario,2026-07-05,folha,30018.71
vestuario,2026-07-06,operacional,346.37
vestuario,2026-07-07,operacional,346.37
vestuario,2026-07-08,operacional,346.37
vestuario,2026-07-09,operacional,346.37
vestuario,2026-07-10,operacional,346.37
vestuario,2026-07-10,aluguel,15009.36
vestuario,2026-07-11,operacional,346.37
vestuario,2026-07-12,operacional,346.37
vestuario,2026-07-13,operacional,346.37
vestuario,2026-07-14,operacional,346.37
vestuario,2026-07-15,operacional,346.37
vestuario,2026-07-16,operacional,346.37
vestuario,2026-07-17,operacional,346.37
vestuario,2026-07-18,operacional,346.37
vestuario,2026-07-19,operacional,346.37
vestuario,2026-07-20,operacional,346.37
vestuario,2026-07-20,imposto,6610.27
vestuario,2026-07-21,operacional,346.37
vestuario,2026-07-22,operacional,346.37
vestuario,2026-07-23,operacional,346.37
vestuario,2026-07-24,operacional,346.37
vestuario,2026-07-25,operacional,346.37
vestuario,2026-07-26,operacional,346.37
vestuario,2026-07-27,operacional,346.37
vestuario,2026-07-28,operacional,346.37
vestuario,2026-07-29,operacional,346.37
vestuario,2026-07-30,operacional,346.37
vestuario,2026-07-31,operacional,346.37
vestuario,2026-08-01,operacional,346.37
vestuario,2026-08-02,operacional,346.37
vestuario,2026-08-03,operacional,346.37
vestuario,2026-08-04,operacional,346.37
vestuario,2026-08-05,operacional,346.37
vestuario,2026-08-05,folha,30018.71
vestuario,2026-08-06,operacional,346.37
vestuario,2026-08-07,operacional,346.37
vestuario,2026-08-08,operacional,346.37
vestuario,2026-08-09,operacional,346.37
vestuario,2026-08-10,operacional,346.37
vestuario,2026-08-10,aluguel,15009.36
vestuario,2026-08-11,operacional,346.37
vestuario,2026-08-12,operacional,346.37
vestuario,2026-08-13,operacional,346.37
vestuario,2026-08-14,operacional,346.37
vestuario,2026-08-15,operacional,346.37
vestuario,2026-08-16,operacional,346.37
vestuario,2026-08-17,operacional,346.37
vestuario,2026-08-18,operacional,346.37
vestuario,2026-08-19,operacional,346.37
vestuario,2026-08-20,operacional,346.37
vestuario,2026-08-20,imposto,7051.73
vestuario,2026-08-21,operacional,346.37
vestuario,2026-08-22,operacional,346.37
vestuario,2026-08-23,operacional,346.37
