empresa,data_venda,modalidade,valor_bruto,taxa_hipotetica,parcelas,prazo_primeira_liquidacao_dias
vestuario,2026-07-23,credito_vista,756.96,0.025,1,30
vestuario,2026-07-23,credito_4x,1617.15,0.035,4,30
vestuario,2026-07-24,pix,622.71,0.0,1,0
vestuario,2026-07-24,debito,862.21,0.012,1,1
vestuario,2026-07-24,credito_vista,1053.81,0.025,1,30
vestuario,2026-07-24,credito_4x,2251.32,0.035,4,30
vestuario,2026-07-25,pix,714.53,0.0,1,0
vestuario,2026-07-25,debito,989.34,0.012,1,1
vestuario,2026-07-25,credito_vista,1209.2,0.025,1,30
vestuario,2026-07-25,credito_4x,2583.29,0.035,4,30
vestuario,2026-07-26,pix,171.44,0.0,1,0
vestuario,2026-07-26,debito,237.38,0.012,1,1
vestuario,2026-07-26,credito_vista,290.13,0.025,1,30
vestuario,2026-07-26,credito_4x,619.82,0.035,4,30
vestuario,2026-07-27,pix,420.17,0.0,1,0
vestuario,2026-07-27,debito,581.77,0.012,1,1
vestuario,2026-07-27,credito_vista,711.06,0.025,1,30
vestuario,2026-07-27,credito_4x,1519.08,0.035,4,30
vestuario,2026-07-28,pix,407.57,0.0,1,0
vestuario,2026-07-28,debito,564.33,0.012,1,1
vestuario,2026-07-28,credito_vista,689.73,0.025,1,30
vestuario,2026-07-28,credito_4x,1473.52,0.035,4,30
vestuario,2026-07-29,pix,333.02,0.0,1,0
vestuario,2026-07-29,debito,461.1,0.012,1,1
vestuario,2026-07-29,credito_vista,563.57,0.025,1,30
vestuario,2026-07-29,credito_4x,1203.98,0.035,4,30
vestuario,2026-07-30,pix,456.5,0.0,1,0
vestuario,2026-07-30,debito,632.07,0.012,1,1
vestuario,2026-07-30,credito_vista,772.53,0.025,1,30
vestuario,2026-07-30,credito_4x,1650.4,0.035,4,30
vestuario,2026-07-31,pix,669.68,0.0,1,0
vestuario,2026-07-31,debito,927.25,0.012,1,1
vestuario,2026-07-31,credito_vista,1133.3,0.025,1,30
vestuario,2026-07-31,credito_4x,2421.14,0.035,4,30
vestuario,2026-08-01,pix,1289.14,0.0,1,0
vestuario,2026-08-01,debito,1784.96,0.012,1,1
vestuario,2026-08-01,credito_vista,2181.62,0.025,1,30
vestuario,2026-08-01,credito_4x,4660.73,0.035,4,30
vestuario,2026-08-02,pix,184.73,0.0,1,0
vestuario,2026-08-02,debito,255.78,0.012,1,1
vestuario,2026-08-02,credito_vista,312.62,0.025,1,30
vestuario,2026-08-02,credito_4x,667.86,0.035,4,30
vestuario,2026-08-03,pix,393.36,0.0,1,0
vestuario,2026-08-03,debito,544.65,0.012,1,1
vestuario,2026-08-03,credito_vista,665.69,0.025,1,30
vestuario,2026-08-03,credito_4x,1422.15,0.035,4,30
vestuario,2026-08-04,pix,695.88,0.0,1,0
vestuario,2026-08-04,debito,963.53,0.012,1,1
vestuario,2026-08-04,credito_vista,1177.65,0.025,1,30
vestuario,2026-08-04,credito_4x,2515.89,0.035,4,30
vestuario,2026-08-05,pix,425.74,0.0,1,0
vestuario,2026-08-05,debito,589.49,0.012,1,1
vestuario,2026-08-05,credito_vista,720.49,0.025,1,30
vestuario,2026-08-05,credito_4x,1539.23,0.035,4,30
vestuario,2026-08-06,pix,436.86,0.0,1,0
vestuario,2026-08-06,debito,604.88,0.012,1,1
vestuario,2026-08-06,credito_vista,739.3,0.025,1,30
vestuario,2026-08-06,credito_4x,1579.41,0.035,4,30
vestuario,2026-08-07,pix,659.76,0.0,1,0
vestuario,2026-08-07,debito,913.52,0.012,1,1
vestuario,2026-08-07,credito_vista,1116.52,0.025,1,30
vestuario,2026-08-07,credito_4x,2385.29,0.035,4,30
vestuario,2026-08-08,pix,1075.3,0.0,1,0
vestuario,2026-08-08,debito,1488.87,0.012,1,1
vestuario,2026-08-08,credito_vista,1819.73,0.025,1,30
vestuario,2026-08-08,credito_4x,3887.6,0.035,4,30
vestuario,2026-08-09,pix,270.39,0.0,1,0
vestuario,2026-08-09,debito,374.39,0.012,1,1
vestuario,2026-08-09,credito_vista,457.59,0.025,1,30
vestuario,2026-08-09,credito_4x,977.58,0.035,4,30
vestuario,2026-08-10,pix,421.08,0.0,1,0
vestuario,2026-08-10,debito,583.04,0.012,1,1
vestuario,2026-08-10,credito_vista,712.6,0.025,1,30
vestuario,2026-08-10,credito_4x,1522.38,0.035,4,30
vestuario,2026-08-11,pix,376.58,0.0,1,0
vestuario,2026-08-11,debito,521.42,0.012,1,1
vestuario,2026-08-11,credito_vista,637.29,0.025,1,30
vestuario,2026-08-11,credito_4x,1361.48,0.035,4,30
vestuario,2026-08-12,pix,394.52,0.0,1,0
vestuario,2026-08-12,debito,546.26,0.012,1,1
vestuario,2026-08-12,credito_vista,667.65,0.025,1,30
vestuario,2026-08-12,credito_4x,1426.35,0.035,4,30
vestuario,2026-08-13,pix,418.95,0.0,1,0
vestuario,2026-08-13,debito,580.08,0.012,1,1
vestuario,2026-08-13,credito_vista,708.99,0.025,1,30
vestuario,2026-08-13,credito_4x,1514.65,0.035,4,30
vestuario,2026-08-14,pix,935.6,0.0,1,0
vestuario,2026-08-14,debito,1295.45,0.012,1,1
vestuario,2026-08-14,credito_vista,1583.33,0.025,1,30
vestuario,2026-08-14,credito_4x,3382.57,0.035,4,30
vestuario,2026-08-15,pix,884.33,0.0,1,0
vestuario,2026-08-15,debito,1224.45,0.012,1,1
vestuario,2026-08-15,credito_vista,1496.55,0.025,1,30
vestuario,2026-08-15,credito_4x,3197.18,0.035,4,30
vestuario,2026-08-16,pix,278.79,0.0,1,0
vestuario,2026-08-16,debito,386.02,0.012,1,1
vestuario,2026-08-16,credito_vista,471.81,0.025,1,30
vestuario,2026-08-16,credito_4x,1007.95,0.035,4,30
vestuario,2026-08-17,pix,369.86,0.0,1,0
vestuario,2026-08-17,debito,512.12,0.012,1,1
vestuario,2026-08-17,credito_vista,625.92,0.025,1,30
vestuario,2026-08-17,credito_4x,1337.2,0.035,4,30
vestuario,2026-08-18,pix,422.08,0.0,1,0
vestuario,2026-08-18,debito,584.42,0.012,1,1
vestuario,2026-08-18,credito_vista,714.29,0.025,1,30
vestuario,2026-08-18,credito_4x,1525.98,0.035,4,30
vestuario,2026-08-19,pix,392.58,0.0,1,0
vestuario,2026-08-19,debito,543.57,0.012,1,1
vestuario,2026-08-19,credito_vista,664.36,0.025,1,30
vestuario,2026-08-19,credito_4x,1419.32,0.035,4,30
vestuario,2026-08-20,pix,215.44,0.0,1,0
vestuario,2026-08-20,debito,298.3,0.012,1,1
vestuario,2026-08-20,credito_vista,364.59,0.025,1,30
vestuario,2026-08-20,credito_4x,778.9,0.035,4,30
vestuario,2026-08-21,pix,432.16,0.0,1,0
vestuario,2026-08-21,debito,598.37,0.012,1,1
vestuario,2026-08-21,credito_vista,731.34,0.025,1,30
vestuario,2026-08-21,credito_4x,1562.41,0.035,4,30
vestuario,2026-08-22,pix,497.22,0.0,1,0
vestuario,2026-08-22,debito,688.46,0.012,1,1
vestuario,2026-08-22,credito_vista,841.45,0.025,1,30
vestuario,2026-08-22,credito_4x,1797.65,0.035,4,30
vestuario,2026-08-23,pix,117.32,0.0,1,0
vestuario,2026-08-23,debito,162.45,0.012,1,1
vestuario,2026-08-23,credito_vista,198.55,0.025,1,30
vestuario,2026-08-23,credito_4x,424.17,0.035,4,30
vestuario,2026-08-24,pix,304.21,0.0,1,0
vestuario,2026-08-24,debito,421.21,0.012,1,1
vestuario,2026-08-24,credito_vista,514.81,0.025,1,30
vestuario,2026-08-24,credito_4x,1099.82,0.035,4,30
vestuario,2026-08-25,pix,464.19,0.0,1,0
vestuario,2026-08-25,debito,642.72,0.012,1,1
vestuario,2026-08-25,credito_vista,785.55,0.025,1,30
vestuario,2026-08-25,credito_4x,1678.21,0.035,4,30
vestuario,2026-08-26,pix,376.65,0.0,1,0
vestuario,2026-08-26,debito,521.51,0.012,1,1
vestuario,2026-08-26,credito_vista,637.41,0.025,1,30
vestuario,2026-08-26,credito_4x,1361.73,0.035,4,30
vestuario,2026-08-27,pix,542.36,0.0,1,0
vestuario,2026-08-27,debito,750.96,0.012,1,1
vestuario,2026-08-27,credito_vista,917.84,0.025,1,30
vestuario,2026-08-27,credito_4x,1960.83,0.035,4,30
vestuario,2026-08-28,pix,552.48,0.0,1,0
vestuario,2026-08-28,debito,764.97,0.012,1,1
vestuario,2026-08-28,credito_vista,934.96,0.025,1,30
vestuario,2026-08-28,credito_4x,1997.41,0.035,4,30
vestuario,2026-08-29,pix,791.49,0.0,1,0
vestuario,2026-08-29,debito,1095.91,0.012,1,1
vestuario,2026-08-29,credito_vista,1339.45,0.025,1,30
vestuario,2026-08-29,credito_4x,2861.55,0.035,4,30
vestuario,2026-08-30,pix,152.2,0.0,1,0
vestuario,2026-08-30,debito,210.74,0.012,1,1
vestuario,2026-08-30,credito_vista,257.58,0.025,1,30
vestuario,2026-08-30,credito_4x,550.28,0.035,4,30
vestuario,2026-08-31,pix,376.21,0.0,1,0
vestuario,2026-08-31,debito,520.91,0.012,1,1
vestuario,2026-08-31,credito_vista,636.66,0.025,1,30
vestuario,2026-08-31,credito_4x,1360.15,0.035,4,30
vestuario,2026-09-01,pix,598.2,0.0,1,0
vestuario,2026-09-01,debito,828.28,0.012,1,1
vestuario,2026-09-01,credito_vista,1012.34,0.025,1,30
vestuario,2026-09-01,credito_4x,2162.73,0.035,4,30
vestuario,2026-09-02,pix,476.44,0.0,1,0
vestuario,2026-09-02,debito,659.69,0.012,1,1
vestuario,2026-09-02,credito_vista,806.28,0.025,1,30
vestuario,2026-09-02,credito_4x,1722.52,0.035,4,30
vestuario,2026-09-03,pix,680.68,0.0,1,0
vestuario,2026-09-03,debito,942.47,0.012,1,1
vestuario,2026-09-03,credito_vista,1151.91,0.025,1,30
vestuario,2026-09-03,credito_4x,2460.91,0.035,4,30
vestuario,2026-09-04,pix,817.59,0.0,1,0
vestuario,2026-09-04,debito,1132.04,0.012,1,1
vestuario,2026-09-04,credito_vista,1383.61,0.025,1,30
vestuario,2026-09-04,credito_4x,2955.89,0.035,4,30
vestuario,2026-09-05,pix,851.89,0.0,1,0
vestuario,2026-09-05,debito,1179.54,0.012,1,1
vestuario,2026-09-05,credito_vista,1441.66,0.025,1,30
vestuario,2026-09-05,credito_4x,3079.9,0.035,4,30
vestuario,2026-09-06,pix,205.16,0.0,1,0
vestuario,2026-09-06,debito,284.07,0.012,1,1
vestuario,2026-09-06,credito_vista,347.19,0.025,1,30
vestuario,2026-09-06,credito_4x,741.73,0.035,4,30
vestuario,2026-09-07,pix,358.08,0.0,1,0
vestuario,2026-09-07,debito,495.81,0.012,1,1
vestuario,2026-09-07,credito_vista,605.99,0.025,1,30
vestuario,2026-09-07,credito_4x,1294.61,0.035,4,30
vestuario,2026-09-08,pix,524.14,0.0,1,0
vestuario,2026-09-08,debito,725.73,0.012,1,1
vestuario,2026-09-08,credito_vista,887.0,0.025,1,30
vestuario,2026-09-08,credito_4x,1894.96,0.035,4,30
vestuario,2026-09-09,pix,583.64,0.0,1,0
vestuario,2026-09-09,debito,808.11,0.012,1,1
vestuario,2026-09-09,credito_vista,987.69,0.025,1,30
vestuario,2026-09-09,credito_4x,2110.07,0.035,4,30
vestuario,2026-09-10,pix,499.37,0.0,1,0
vestuario,2026-09-10,debito,691.43,0.012,1,1
vestuario,2026-09-10,credito_vista,845.08,0.025,1,30
vestuario,2026-09-10,credito_4x,1805.4,0.035,4,30
vestuario,2026-09-11,pix,618.54,0.0,1,0
vestuario,2026-09-11,debito,856.43,0.012,1,1
vestuario,2026-09-11,credito_vista,1046.75,0.025,1,30
vestuario,2026-09-11,credito_4x,2236.25,0.035,4,30
vestuario,2026-09-12,pix,922.65,0.0,1,0
vestuario,2026-09-12,debito,1277.52,0.012,1,1
vestuario,2026-09-12,credito_vista,1561.41,0.025,1,30
vestuario,2026-09-12,credito_4x,3335.75,0.035,4,30
vestuario,2026-09-13,pix,261.87,0.0,1,0
vestuario,2026-09-13,debito,362.58,0.012,1,1
vestuario,2026-09-13,credito_vista,443.16,0.025,1,30
vestuario,2026-09-13,credito_4x,946.75,0.035,4,30
vestuario,2026-09-14,pix,549.64,0.0,1,0
vestuario,2026-09-14,debito,761.03,0.012,1,1
vestuario,2026-09-14,credito_vista,930.15,0.025,1,30
vestuario,2026-09-14,credito_4x,1987.15,0.035,4,30
mercadinho,2026-06-17,pix,1770.8,0.0,1,0
mercadinho,2026-06-17,debito,1433.5,0.012,1,1
mercadinho,2026-06-17,credito_vista,843.24,0.025,1,30
mercadinho,2026-06-17,credito_4x,168.65,0.035,4,30
mercadinho,2026-06-18,pix,1964.0,0.0,1,0
mercadinho,2026-06-18,debito,1589.91,0.012,1,1
mercadinho,2026-06-18,credito_vista,935.24,0.025,1,30
mercadinho,2026-06-18,credito_4x,187.05,0.035,4,30
mercadinho,2026-06-19,pix,2119.36,0.0,1,0
mercadinho,2026-06-19,debito,1715.67,0.012,1,1
mercadinho,2026-06-19,credito_vista,1009.22,0.025,1,30
mercadinho,2026-06-19,credito_4x,201.84,0.035,4,30
mercadinho,2026-06-20,pix,3188.59,0.0,1,0
mercadinho,2026-06-20,debito,2581.24,0.012,1,1
mercadinho,2026-06-20,credito_vista,1518.37,0.025,1,30
mercadinho,2026-06-20,credito_4x,303.67,0.035,4,30
mercadinho,2026-06-21,pix,1296.6,0.0,1,0
mercadinho,2026-06-21,debito,1049.63,0.012,1,1
mercadinho,2026-06-21,credito_vista,617.43,0.025,1,30
mercadinho,2026-06-21,credito_4x,123.49,0.035,4,30
mercadinho,2026-06-22,pix,2098.82,0.0,1,0
mercadinho,2026-06-22,debito,1699.05,0.012,1,1
mercadinho,2026-06-22,credito_vista,999.44,0.025,1,30
mercadinho,2026-06-22,credito_4x,199.89,0.035,4,30
mercadinho,2026-06-23,pix,1593.99,0.0,1,0
mercadinho,2026-06-23,debito,1290.37,0.012,1,1
mercadinho,2026-06-23,credito_vista,759.04,0.025,1,30
mercadinho,2026-06-23,credito_4x,151.81,0.035,4,30
mercadinho,2026-06-24,pix,1878.75,0.0,1,0
mercadinho,2026-06-24,debito,1520.89,0.012,1,1
mercadinho,2026-06-24,credito_vista,894.64,0.025,1,30
mercadinho,2026-06-24,credito_4x,178.93,0.035,4,30
mercadinho,2026-06-25,pix,1305.42,0.0,1,0
mercadinho,2026-06-25,debito,1056.77,0.012,1,1
mercadinho,2026-06-25,credito_vista,621.63,0.025,1,30
mercadinho,2026-06-25,credito_4x,124.33,0.035,4,30
mercadinho,2026-06-26,pix,2104.22,0.0,1,0
mercadinho,2026-06-26,debito,1703.42,0.012,1,1
mercadinho,2026-06-26,credito_vista,1002.01,0.025,1,30
mercadinho,2026-06-26,credito_4x,200.4,0.035,4,30
mercadinho,2026-06-27,pix,2219.87,0.0,1,0
mercadinho,2026-06-27,debito,1797.04,0.012,1,1
mercadinho,2026-06-27,credito_vista,1057.08,0.025,1,30
mercadinho,2026-06-27,credito_4x,211.42,0.035,4,30
mercadinho,2026-06-28,pix,887.52,0.0,1,0
mercadinho,2026-06-28,debito,718.47,0.012,1,1
mercadinho,2026-06-28,credito_vista,422.63,0.025,1,30
mercadinho,2026-06-28,credito_4x,84.53,0.035,4,30
mercadinho,2026-06-29,pix,1162.3,0.0,1,0
mercadinho,2026-06-29,debito,940.91,0.012,1,1
mercadinho,2026-06-29,credito_vista,553.47,0.025,1,30
mercadinho,2026-06-29,credito_4x,110.69,0.035,4,30
mercadinho,2026-06-30,pix,1252.15,0.0,1,0
mercadinho,2026-06-30,debito,1013.65,0.012,1,1
mercadinho,2026-06-30,credito_vista,596.26,0.025,1,30
mercadinho,2026-06-30,credito_4x,119.25,0.035,4,30
mercadinho,2026-07-01,pix,2496.83,0.0,1,0
mercadinho,2026-07-01,debito,2021.25,0.012,1,1
mercadinho,2026-07-01,credito_vista,1188.97,0.025,1,30
mercadinho,2026-07-01,credito_4x,237.79,0.035,4,30
mercadinho,2026-07-02,pix,2506.28,0.0,1,0
mercadinho,2026-07-02,debito,2028.89,0.012,1,1
mercadinho,2026-07-02,credito_vista,1193.47,0.025,1,30
mercadinho,2026-07-02,credito_4x,238.69,0.035,4,30
mercadinho,2026-07-03,pix,3100.23,0.0,1,0
mercadinho,2026-07-03,debito,2509.71,0.012,1,1
mercadinho,2026-07-03,credito_vista,1476.3,0.025,1,30
mercadinho,2026-07-03,credito_4x,295.26,0.035,4,30
mercadinho,2026-07-04,pix,2624.89,0.0,1,0
mercadinho,2026-07-04,debito,2124.91,0.012,1,1
mercadinho,2026-07-04,credito_vista,1249.95,0.025,1,30
mercadinho,2026-07-04,credito_4x,249.99,0.035,4,30
mercadinho,2026-07-05,pix,1376.68,0.0,1,0
mercadinho,2026-07-05,debito,1114.46,0.012,1,1
mercadinho,2026-07-05,credito_vista,655.56,0.025,1,30
mercadinho,2026-07-05,credito_4x,131.11,0.035,4,30
mercadinho,2026-07-06,pix,2573.13,0.0,1,0
mercadinho,2026-07-06,debito,2083.01,0.012,1,1
mercadinho,2026-07-06,credito_vista,1225.3,0.025,1,30
mercadinho,2026-07-06,credito_4x,245.06,0.035,4,30
mercadinho,2026-07-07,pix,1760.89,0.0,1,0
mercadinho,2026-07-07,debito,1425.48,0.012,1,1
mercadinho,2026-07-07,credito_vista,838.52,0.025,1,30
mercadinho,2026-07-07,credito_4x,167.7,0.035,4,30
mercadinho,2026-07-08,pix,2106.8,0.0,1,0
mercadinho,2026-07-08,debito,1705.5,0.012,1,1
mercadinho,2026-07-08,credito_vista,1003.24,0.025,1,30
mercadinho,2026-07-08,credito_4x,200.65,0.035,4,30
mercadinho,2026-07-09,pix,2277.52,0.0,1,0
mercadinho,2026-07-09,debito,1843.71,0.012,1,1
mercadinho,2026-07-09,credito_vista,1084.53,0.025,1,30
mercadinho,2026-07-09,credito_4x,216.91,0.035,4,30
mercadinho,2026-07-10,pix,2684.51,0.0,1,0
mercadinho,2026-07-10,debito,2173.17,0.012,1,1
mercadinho,2026-07-10,credito_vista,1278.34,0.025,1,30
mercadinho,2026-07-10,credito_4x,255.67,0.035,4,30
mercadinho,2026-07-11,pix,1970.9,0.0,1,0
mercadinho,2026-07-11,debito,1595.49,0.012,1,1
mercadinho,2026-07-11,credito_vista,938.52,0.025,1,30
mercadinho,2026-07-11,credito_4x,187.7,0.035,4,30
mercadinho,2026-07-12,pix,1001.74,0.0,1,0
mercadinho,2026-07-12,debito,810.93,0.012,1,1
mercadinho,2026-07-12,credito_vista,477.02,0.025,1,30
mercadinho,2026-07-12,credito_4x,95.4,0.035,4,30
mercadinho,2026-07-13,pix,1750.69,0.0,1,0
mercadinho,2026-07-13,debito,1417.22,0.012,1,1
mercadinho,2026-07-13,credito_vista,833.66,0.025,1,30
mercadinho,2026-07-13,credito_4x,166.73,0.035,4,30
mercadinho,2026-07-14,pix,1611.41,0.0,1,0
mercadinho,2026-07-14,debito,1304.47,0.012,1,1
mercadinho,2026-07-14,credito_vista,767.34,0.025,1,30
mercadinho,2026-07-14,credito_4x,153.47,0.035,4,30
mercadinho,2026-07-15,pix,1541.65,0.0,1,0
mercadinho,2026-07-15,debito,1248.0,0.012,1,1
mercadinho,2026-07-15,credito_vista,734.12,0.025,1,30
mercadinho,2026-07-15,credito_4x,146.82,0.035,4,30
mercadinho,2026-07-16,pix,1641.58,0.0,1,0
mercadinho,2026-07-16,debito,1328.9,0.012,1,1
mercadinho,2026-07-16,credito_vista,781.71,0.025,1,30
mercadinho,2026-07-16,credito_4x,156.34,0.035,4,30
mercadinho,2026-07-17,pix,2136.07,0.0,1,0
mercadinho,2026-07-17,debito,1729.2,0.012,1,1
mercadinho,2026-07-17,credito_vista,1017.18,0.025,1,30
mercadinho,2026-07-17,credito_4x,203.44,0.035,4,30
mercadinho,2026-07-18,pix,2505.29,0.0,1,0
mercadinho,2026-07-18,debito,2028.09,0.012,1,1
mercadinho,2026-07-18,credito_vista,1192.99,0.025,1,30
mercadinho,2026-07-18,credito_4x,238.6,0.035,4,30
mercadinho,2026-07-19,pix,995.74,0.0,1,0
mercadinho,2026-07-19,debito,806.08,0.012,1,1
mercadinho,2026-07-19,credito_vista,474.16,0.025,1,30
mercadinho,2026-07-19,credito_4x,94.83,0.035,4,30
mercadinho,2026-07-20,pix,1721.64,0.0,1,0
mercadinho,2026-07-20,debito,1393.71,0.012,1,1
mercadinho,2026-07-20,credito_vista,819.83,0.025,1,30
mercadinho,2026-07-20,credito_4x,163.97,0.035,4,30
mercadinho,2026-07-21,pix,1637.32,0.0,1,0
mercadinho,2026-07-21,debito,1325.45,0.012,1,1
mercadinho,2026-07-21,credito_vista,779.68,0.025,1,30
mercadinho,2026-07-21,credito_4x,155.94,0.035,4,30
mercadinho,2026-07-22,pix,1309.19,0.0,1,0
mercadinho,2026-07-22,debito,1059.82,0.012,1,1
mercadinho,2026-07-22,credito_vista,623.42,0.025,1,30
mercadinho,2026-07-22,credito_4x,124.68,0.035,4,30
mercadinho,2026-07-23,pix,1785.08,0.0,1,0
mercadinho,2026-07-23,debito,1445.07,0.012,1,1
mercadinho,2026-07-23,credito_vista,850.04,0.025,1,30
mercadinho,2026-07-23,credito_4x,170.01,0.035,4,30
mercadinho,2026-07-24,pix,2127.21,0.0,1,0
mercadinho,2026-07-24,debito,1722.03,0.012,1,1
mercadinho,2026-07-24,credito_vista,1012.96,0.025,1,30
mercadinho,2026-07-24,credito_4x,202.59,0.035,4,30
mercadinho,2026-07-25,pix,1815.91,0.0,1,0
mercadinho,2026-07-25,debito,1470.02,0.012,1,1
mercadinho,2026-07-25,credito_vista,864.72,0.025,1,30
mercadinho,2026-07-25,credito_4x,172.94,0.035,4,30
mercadinho,2026-07-26,pix,848.69,0.0,1,0
mercadinho,2026-07-26,debito,687.03,0.012,1,1
mercadinho,2026-07-26,credito_vista,404.14,0.025,1,30
mercadinho,2026-07-26,credito_4x,80.83,0.035,4,30
mercadinho,2026-07-27,pix,1089.19,0.0,1,0
mercadinho,2026-07-27,debito,881.72,0.012,1,1
mercadinho,2026-07-27,credito_vista,518.66,0.025,1,30
mercadinho,2026-07-27,credito_4x,103.73,0.035,4,30
mercadinho,2026-07-28,pix,981.78,0.0,1,0
mercadinho,2026-07-28,debito,794.78,0.012,1,1
mercadinho,2026-07-28,credito_vista,467.52,0.025,1,30
mercadinho,2026-07-28,credito_4x,93.5,0.035,4,30
mercadinho,2026-07-29,pix,1255.33,0.0,1,0
mercadinho,2026-07-29,debito,1016.22,0.012,1,1
mercadinho,2026-07-29,credito_vista,597.78,0.025,1,30
mercadinho,2026-07-29,credito_4x,119.56,0.035,4,30
mercadinho,2026-07-30,pix,1283.85,0.0,1,0
mercadinho,2026-07-30,debito,1039.31,0.012,1,1
mercadinho,2026-07-30,credito_vista,611.36,0.025,1,30
mercadinho,2026-07-30,credito_4x,122.27,0.035,4,30
mercadinho,2026-07-31,pix,1631.51,0.0,1,0
mercadinho,2026-07-31,debito,1320.74,0.012,1,1
mercadinho,2026-07-31,credito_vista,776.91,0.025,1,30
mercadinho,2026-07-31,credito_4x,155.38,0.035,4,30
mercadinho,2026-08-01,pix,2883.07,0.0,1,0
mercadinho,2026-08-01,debito,2333.91,0.012,1,1
mercadinho,2026-08-01,credito_vista,1372.89,0.025,1,30
mercadinho,2026-08-01,credito_4x,274.58,0.035,4,30
mercadinho,2026-08-02,pix,1380.04,0.0,1,0
mercadinho,2026-08-02,debito,1117.18,0.012,1,1
mercadinho,2026-08-02,credito_vista,657.16,0.025,1,30
mercadinho,2026-08-02,credito_4x,131.43,0.035,4,30
mercadinho,2026-08-03,pix,2717.8,0.0,1,0
mercadinho,2026-08-03,debito,2200.12,0.012,1,1
mercadinho,2026-08-03,credito_vista,1294.19,0.025,1,30
mercadinho,2026-08-03,credito_4x,258.84,0.035,4,30
mercadinho,2026-08-04,pix,2355.56,0.0,1,0
mercadinho,2026-08-04,debito,1906.88,0.012,1,1
mercadinho,2026-08-04,credito_vista,1121.69,0.025,1,30
mercadinho,2026-08-04,credito_4x,224.34,0.035,4,30
mercadinho,2026-08-05,pix,2185.92,0.0,1,0
mercadinho,2026-08-05,debito,1769.55,0.012,1,1
mercadinho,2026-08-05,credito_vista,1040.91,0.025,1,30
mercadinho,2026-08-05,credito_4x,208.18,0.035,4,30
mercadinho,2026-08-06,pix,1862.69,0.0,1,0
mercadinho,2026-08-06,debito,1507.89,0.012,1,1
mercadinho,2026-08-06,credito_vista,887.0,0.025,1,30
mercadinho,2026-08-06,credito_4x,177.4,0.035,4,30
mercadinho,2026-08-07,pix,3173.84,0.0,1,0
mercadinho,2026-08-07,debito,2569.3,0.012,1,1
mercadinho,2026-08-07,credito_vista,1511.35,0.025,1,30
mercadinho,2026-08-07,credito_4x,302.27,0.035,4,30
mercadinho,2026-08-08,pix,3700.3,0.0,1,0
mercadinho,2026-08-08,debito,2995.48,0.012,1,1
mercadinho,2026-08-08,credito_vista,1762.05,0.025,1,30
mercadinho,2026-08-08,credito_4x,352.41,0.035,4,30
mercadinho,2026-08-09,pix,1502.76,0.0,1,0
mercadinho,2026-08-09,debito,1216.52,0.012,1,1
mercadinho,2026-08-09,credito_vista,715.6,0.025,1,30
mercadinho,2026-08-09,credito_4x,143.12,0.035,4,30
mercadinho,2026-08-10,pix,2251.02,0.0,1,0
mercadinho,2026-08-10,debito,1822.26,0.012,1,1
mercadinho,2026-08-10,credito_vista,1071.92,0.025,1,30
mercadinho,2026-08-10,credito_4x,214.38,0.035,4,30
mercadinho,2026-08-11,pix,1860.31,0.0,1,0
mercadinho,2026-08-11,debito,1505.96,0.012,1,1
mercadinho,2026-08-11,credito_vista,885.86,0.025,1,30
mercadinho,2026-08-11,credito_4x,177.17,0.035,4,30
mercadinho,2026-08-12,pix,1891.02,0.0,1,0
mercadinho,2026-08-12,debito,1530.82,0.012,1,1
mercadinho,2026-08-12,credito_vista,900.48,0.025,1,30
mercadinho,2026-08-12,credito_4x,180.1,0.035,4,30
mercadinho,2026-08-13,pix,2116.49,0.0,1,0
mercadinho,2026-08-13,debito,1713.35,0.012,1,1
mercadinho,2026-08-13,credito_vista,1007.85,0.025,1,30
mercadinho,2026-08-13,credito_4x,201.57,0.035,4,30
mercadinho,2026-08-14,pix,2086.33,0.0,1,0
mercadinho,2026-08-14,debito,1688.93,0.012,1,1
mercadinho,2026-08-14,credito_vista,993.49,0.025,1,30
mercadinho,2026-08-14,credito_4x,198.7,0.035,4,30
mercadinho,2026-08-15,pix,2500.73,0.0,1,0
mercadinho,2026-08-15,debito,2024.4,0.012,1,1
mercadinho,2026-08-15,credito_vista,1190.83,0.025,1,30
mercadinho,2026-08-15,credito_4x,238.17,0.035,4,30
mercadinho,2026-08-16,pix,1177.44,0.0,1,0
mercadinho,2026-08-16,debito,953.16,0.012,1,1
mercadinho,2026-08-16,credito_vista,560.68,0.025,1,30
mercadinho,2026-08-16,credito_4x,112.14,0.035,4,30
mercadinho,2026-08-17,pix,1926.5,0.0,1,0
mercadinho,2026-08-17,debito,1559.55,0.012,1,1
mercadinho,2026-08-17,credito_vista,917.38,0.025,1,30
mercadinho,2026-08-17,credito_4x,183.48,0.035,4,30
mercadinho,2026-08-18,pix,1538.06,0.0,1,0
mercadinho,2026-08-18,debito,1245.1,0.012,1,1
mercadinho,2026-08-18,credito_vista,732.41,0.025,1,30
mercadinho,2026-08-18,credito_4x,146.48,0.035,4,30
mercadinho,2026-08-19,pix,1801.74,0.0,1,0
mercadinho,2026-08-19,debito,1458.55,0.012,1,1
mercadinho,2026-08-19,credito_vista,857.97,0.025,1,30
mercadinho,2026-08-19,credito_4x,171.59,0.035,4,30
mercadinho,2026-08-20,pix,1924.78,0.0,1,0
mercadinho,2026-08-20,debito,1558.15,0.012,1,1
